"binomial","genus","family","order","class","phylum","imputed_bm","imputed_tl","host_bm","host_tl"
"Acheta domesticus","Acheta","Gryllidae","Orthoptera","Insecta","Arthropoda","obs","obs",-0.43297363384094,2
"Teleogryllus oceanicus","Teleogryllus","Gryllidae","Orthoptera","Insecta","Arthropoda","imputed","obs",-0.612713816510559,2
"Austrelaps superbus","Austrelaps","Elapidae","Squamata","Craniata","Chordata","obs","obs",2.53019969820308,3.99
"Suta fasciata","Suta","Elapidae","Squamata","Craniata","Chordata","imputed","imputed",1.67013339164526,4.04566512691663
"Elapognathus coronatus","Elapognathus","Elapidae","Squamata","Craniata","Chordata","imputed","imputed",2.53193535188739,4.22689642806129
"Echiopsis curta","Echiopsis","Hydrophiidae","Squamata","Craniata","Chordata","imputed","imputed",2.23206314833123,4.59820761368231
"Lissolepis luctuosa","Lissolepis","Scincidae","Squamata","Craniata","Chordata","imputed","obs",1.93381766130974,3
"Notechis scutatus","Notechis","Elapidae","Squamata","Craniata","Chordata","obs","obs",2.72489000283804,3.56
"Pogona microlepidota","Pogona","Agamidae","Squamata","Craniata","Chordata","imputed","imputed",2.70617156987786,2.75321339588502
"Pogona vitticeps","Pogona","Agamidae","Squamata","Craniata","Chordata","obs","obs",2.95424250943932,2.7
"Tiliqua multifasciata","Tiliqua","Scincidae","Squamata","Craniata","Chordata","obs","obs",2.3096301674259,2
"Tiliqua occipitalis","Tiliqua","Scincidae","Squamata","Craniata","Chordata","imputed","obs",2.16199832509031,2.7
"Tiliqua rugosa","Tiliqua","Scincidae","Squamata","Craniata","Chordata","obs","obs",2.79028516403324,2
"Varanus rosenbergi","Varanus","Varanidae","Squamata","Craniata","Chordata","obs","obs",3.04493154614916,3
"Blattella germanica","Blattella","Ectobiidae","Blattodea","Insecta","Arthropoda","imputed","obs",-1.80728633712402,2
"Schistocerca gregaria","Schistocerca","Acrididae","Orthoptera","Insecta","Arthropoda","imputed","obs",0.216798670398266,2
"Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","obs","obs",3.50283118091179,2.1
"Lophocebus aterrimus","Lophocebus","Cercopithecidae","Primates","Mammalia","Chordata","obs","obs",3.8136056712705,2
"Papio anubis","Papio","Cercopithecidae","Primates","Mammalia","Chordata","obs","obs",3.73584663235026,2.7
"Papio doguera","Papio","Cercopithecidae","Primates","Mammalia","Chordata","imputed","imputed",3.67999441278387,2.32832070565087
"Adesmia panderi","Adesmia","Tenebrionidae","Coleoptera","Insecta","Arthropoda","imputed","obs",-0.181909964640401,2
"Aiolopus oxyanus","Aiolopus","Acrididae","Orthoptera","Insecta","Arthropoda","imputed","obs",-2.07658463238896,2
"Blaps fausti","Blaps","Tenebrionidae","Coleoptera","Insecta","Arthropoda","imputed","obs",0.270037703251169,2
"Bryodemella tuberculata","Bryodemella","Acrididae","Orthoptera","Insecta","Arthropoda","imputed","obs",-1.4005869199417,2
"Calliptamus barbarus","Calliptamus","Acrididae","Orthoptera","Insecta","Arthropoda","imputed","obs",-0.892247822166985,2
"Calliptamus italicus","Calliptamus","Acrididae","Orthoptera","Insecta","Arthropoda","imputed","obs",-0.892247822166985,2
"Decticus verrucivorus","Decticus","Tettigoniidae","Orthoptera","Insecta","Arthropoda","imputed","obs",-1.10885939445683,2
"Dila laevicollis","Dila","Tenebrionidae","Coleoptera","Insecta","Arthropoda","imputed","obs",0.46191171672843,2
"Duroniella sp.","Duroniella","Acrididae","Orthoptera","Insecta","Arthropoda","imputed","obs",-1.34689488451052,2
"Epacromius tergestinus","Epacromius","Acrididae","Orthoptera","Insecta","Arthropoda","imputed","obs",0.245993323351898,2
"Gryllus bimaculatus","Gryllus","Gryllidae","Orthoptera","Insecta","Arthropoda","imputed","obs",-1.06060450908906,2
"Hierodula kazachstanica","Hierodula","Mantidae","Mantodea","Insecta","Arthropoda","imputed","obs",0.761945352427347,3
"Ocnera sp.","Ocnera","Tenebrionidae","Coleoptera","Insecta","Arthropoda","imputed","obs",0.166307958205667,2
"Pachyscelis banghaasi","Pachyscelis","Tenebrionidae","Coleoptera","Insecta","Arthropoda","imputed","obs",-0.778045893219558,2
"Pelorocnemis punctata","Pelorocnemis","Tenebrionidae","Coleoptera","Insecta","Arthropoda","imputed","obs",-1.52709048599163,2
"Perotmites tartaris","Perotmites",NA,NA,NA,NA,"missing","missing",NA,NA
"Pimelia verrucosa","Pimelia","Tenebrionidae","Coleoptera","Insecta","Arthropoda","imputed","obs",-0.198910620875521,2
"Platycleis intermedia","Platycleis","Tettigoniidae","Orthoptera","Insecta","Arthropoda","imputed","obs",0.206788861257533,2
"Prosodes baeri","Prosodes","Tenebrionidae","Coleoptera","Insecta","Arthropoda","imputed","obs",-0.283545033160703,2
