Parasite.species,parasite_genus,parasite_family,parasite_order,parasite_class,parasite_phylum,Host.no,Host_no_fac,Stage,assumed_stage,Def.int,Facultative,num_hosts,host_phylum,host_class,host_bm,host_tl,endo_ecto,prop_endo,vert_invert,habitat,prop_terr,Site,body_cavity,gi_tract,gi_wall,pulmonary,biliary,urinary,enclosed,lcl_max,lcl_max_fac,initial_biov,initial_length,initial_width,biovolume,avg_length,avg_width,avg_dt,avg_dd,rel_growth,biov_paratenic,avg_dt_paratenic,avg_dd_paratenic,rel_growth_paratenic,tree_tips
Profilicollis botulus,Profilicollis,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,1,1,1larv,no,int,no,2,Arthropoda,Malacostraca,-0.154667615,2.806463415,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,6.56E-05,0.115,0.033,1.567183515,2.225,0.947,62.33333333,797.5,4.378395512,1.567183515,62.33333333,797.5,4.378395512,Profilicollis_botulus
Profilicollis botulus,Profilicollis,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,2,2,adult,no,def,no,6,Chordata,Aves,3.077302317,3.19375,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,1.567183515,2.225,0.947,NA,13.61935484,NA,42,1491,NA,NA,42,1491,NA,Profilicollis_botulus
Profilicollis brevis,Profilicollis,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,1,1,1larv,yes,int,no,NA,NA,NA,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,2.23E-05,0.1065,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Profilicollis_brevis
Profilicollis brevis,Profilicollis,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,2,2,2larv,no,int,paratenic,19,Chordata,Actinopterygii,1.197659348,2.692631579,ecto,0,invert,aquatic,0,body cavity; mesentery,yes,no,no,no,no,no,yes,3,3,NA,NA,NA,0.465537496,1.47,0.635,NA,NA,NA,0.465537496,1,20,0,Profilicollis_brevis
Profilicollis brevis,Profilicollis,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,3,3,adult,no,def,no,4,Chordata,Aves,2.787318205,3.459126984,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,0.465537496,1.47,0.635,25.26219606,9.686,1.761,NA,NA,1.734516435,25.26219606,NA,NA,1.734516435,Profilicollis_brevis
Profilicollis chasmagnathi,Profilicollis,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,1,1,1larv,no,int,no,2,Arthropoda,Malacostraca,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,1.45E-05,0.0532,0.0228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Profilicollis_chasmagnathi
Profilicollis chasmagnathi,Profilicollis,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,2,2,adult,no,def,no,5,Chordata,Aves,2.767252887,3.112165395,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,NA,NA,NA,40.36263165,15.95,1.795,NA,NA,NA,40.36263165,NA,NA,NA,Profilicollis_chasmagnathi
Profilicollis novaezelandensis,Profilicollis,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,1,1,1larv,no,int,no,4,Arthropoda,Malacostraca,-0.181554155,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,8.38E-06,0.0535,0.0173,1.309197297,3.918,0.651,NA,NA,5.193560489,1.309197297,NA,NA,5.193560489,Profilicollis_novaezelandensis
Profilicollis novaezelandensis,Profilicollis,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,2,2,adult,no,def,no,4,Chordata,Aves,2.636800222,3.138956744,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,1.309197297,3.918,0.651,59.64117303,15,2.25,NA,NA,1.658541077,59.64117303,NA,NA,1.658541077,Profilicollis_novaezelandensis
Proleptus niedmanni,Proleptus,Physalopteridae,Spirurida,Chromadorea,Nematoda,1,1,1larv,no,int,no,1,Arthropoda,Malacostraca,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,5.10E-05,0.058,0.041,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA,Proleptus_niedmanni
Proleptus niedmanni,Proleptus,Physalopteridae,Spirurida,Chromadorea,Nematoda,2,2,adult,no,def,no,1,Chordata,Elasmobranchii,2.07465227,3.52,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,NA,16.6,NA,25.68566154,51.1,0.8,NA,NA,NA,25.68566154,NA,NA,NA,Proleptus_niedmanni
Proleptus obtusus,Proleptus,Physalopteridae,Spirurida,Chromadorea,Nematoda,1,1,1larv,no,int,no,3,Arthropoda,Malacostraca,-0.257747168,2.593938573,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,3.70E-05,0.052416667,0.036308333,NA,15.08,NA,NA,NA,NA,NA,NA,NA,NA,Proleptus_obtusus
Proleptus obtusus,Proleptus,Physalopteridae,Spirurida,Chromadorea,Nematoda,2,2,adult,no,def,no,3,Chordata,Elasmobranchii,2.895319213,3.710714286,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,NA,15.08,NA,40.15151761,41.77833333,1.1,NA,NA,NA,40.15151761,NA,NA,NA,Proleptus_obtusus
Prosthenorchis elegans,Prosthenorchis,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala,1,1,1larv,no,int,no,5,Arthropoda,Insecta,NA,2,ecto,0,invert,terrestrial,1,body cavity,yes,no,no,no,no,no,no,2,2,0.000108647,0.083,0.05,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,Prosthenorchis_elegans
Prosthenorchis elegans,Prosthenorchis,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala,2,2,adult,no,def,no,8,Chordata,Mammalia,2.563523087,2.38125,endo,1,vert,terrestrial,1,gut,no,yes,no,no,no,no,no,2,2,NA,1.7,NA,186.6547823,23.75,3.25,NA,NA,NA,186.6547823,NA,NA,NA,Prosthenorchis_elegans
Protenema longispicula,Protenema,Micropleuridae,Spirurida,Chromadorea,Nematoda,1,1,1larv,no,int,no,1,Arthropoda,Hexanauplia,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,0.000129779,0.51,0.018,0.000207345,0.66,0.02,10,150,0.203488741,0.000207345,10,150,0.203488741,Protenema_longispicula
Protenema longispicula,Protenema,Micropleuridae,Spirurida,Chromadorea,Nematoda,2,2,adult,no,def,no,1,Chordata,Amphibia,2.17295886,3.25,ecto,0,vert,aquatic,0,subcutaneous,no,no,no,no,no,no,yes,2,2,0.000207345,0.66,0.02,5.442809272,77,0.3,NA,NA,4.419129308,5.442809272,NA,NA,4.419129308,Protenema_longispicula
Proteocephalus ambiguus,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,3,Arthropoda,Hexanauplia,-4.50139858,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,NA,NA,NA,0.000874201,0.1788,0.0789,NA,NA,NA,0.000874201,NA,NA,NA,Proteocephalus_ambiguus
Proteocephalus ambiguus,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,1,Chordata,Actinopterygii,0.001819136,3.32,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,0.000874201,0.1788,0.0789,2.226,5.3,0.42,NA,NA,3.405913758,2.226,NA,NA,3.405913758,Proteocephalus_ambiguus
Proteocephalus ambloplitis,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,4,Arthropoda,Hexanauplia,-4.544043894,2.907147331,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,6.29E-05,0.042166667,0.042166667,NA,0.12,NA,18,234,NA,NA,18,234,NA,Proteocephalus_ambloplitis
Proteocephalus ambloplitis,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,no,12,Chordata,Actinopterygii,2.681675132,3.4923981,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,NA,0.12,NA,NA,26.25,NA,NA,NA,NA,NA,NA,NA,NA,Proteocephalus_ambloplitis
Proteocephalus ambloplitis,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,3,3,adult,no,def,no,3,Chordata,Actinopterygii,2.57449977,3.456825397,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,NA,26.25,NA,776.25,345,2.25,NA,NA,NA,776.25,NA,NA,NA,Proteocephalus_ambloplitis
Proteocephalus ambloplitis,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,3,3,adult,no,def,postcyclic,3,Chordata,Actinopterygii,2.449828609,3.56,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,776.25,345,2.25,776.25,345,2.25,NA,NA,0,776.25,NA,NA,0,Proteocephalus_ambloplitis
Proteocephalus cernuae,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,1,Arthropoda,Hexanauplia,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,NA,NA,NA,0.003914952,0.352,0.119,12,192,NA,0.003914952,12,192,NA,Proteocephalus_cernuae
Proteocephalus cernuae,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,1,Chordata,Actinopterygii,1.385547163,3.25999999,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,0.003914952,0.352,0.119,60,40,1.5,NA,NA,4.185424783,60,NA,NA,4.185424783,Proteocephalus_cernuae
Proteocephalus filicollis,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,2,Arthropoda,Hexanauplia,-4.597335851,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,NA,0.058603333,NA,0.002508876,0.380866667,0.11,32.33333333,296.3333333,NA,0.002508876,32.33333333,296.3333333,NA,Proteocephalus_filicollis
Proteocephalus filicollis,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,paratenic,1,Arthropoda,Insecta,-1.737197802,2.667185971,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,0.002508876,0.380866667,0.11,1.3632,2.84,0.48,NA,NA,2.735080399,1.3632,1,20,2.735080399,Proteocephalus_filicollis
Proteocephalus filicollis,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,3,3,adult,no,def,no,1,Chordata,Actinopterygii,0.258706437,2.74423746,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,1.3632,2.84,0.48,26.830328,24.365,0.9604,NA,NA,1.294066405,26.830328,NA,NA,1.294066405,Proteocephalus_filicollis
Proteocephalus fluviatilis,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,4,Arthropoda,Hexanauplia,-4.926820902,2.906894434,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,0.000122654,0.0595,0.0595,0.000982548,0.211,0.077,19.5,253.5,0.903672784,0.000982548,19.5,253.5,0.903672784,Proteocephalus_fluviatilis
Proteocephalus fluviatilis,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,4,Chordata,Actinopterygii,2.492760442,3.330952381,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,0.000982548,0.211,0.077,318.695,208.3,1.523333333,118,1534,5.511021463,318.695,118,1534,5.511021463,Proteocephalus_fluviatilis
Proteocephalus fluviatilis,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,2,2,adult,no,def,postcyclic,4,Chordata,Actinopterygii,2.629681003,3.586666667,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,318.695,208.3,1.523333333,318.695,208.3,1.523333333,118,1534,0,318.695,118,1534,0,Proteocephalus_fluviatilis
Proteocephalus longicollis,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,13,Arthropoda,Hexanauplia,-4.802568749,2.913412373,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,0.003208868,0.11825,0.183,0.006504592,0.35908,0.142333333,18.6,192.05,0.306868201,0.006504592,18.6,192.05,0.306868201,Proteocephalus_longicollis
Proteocephalus longicollis,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,paratenic,2,Chordata,Actinopterygii,0.741045059,3.05202331,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,0.006504592,0.35908,0.142333333,0.045634945,0.984,0.243,NA,NA,0.846077435,0.045634945,1,20,0.846077435,Proteocephalus_longicollis
Proteocephalus longicollis,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,3,3,adult,no,def,no,13,Chordata,Actinopterygii,2.751972038,3.456607769,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,0.045634945,0.984,0.243,150.0125,96,1.316666667,77.25,667.5,3.516829922,150.0125,77.25,667.5,3.516829922,Proteocephalus_longicollis
Proteocephalus longicollis,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,3,3,adult,no,def,postcyclic,13,Chordata,Actinopterygii,2.971096492,3.611180202,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,150.0125,96,1.316666667,150.0125,96,1.316666667,77.25,667.5,0,150.0125,77.25,667.5,0,Proteocephalus_longicollis
Proteocephalus macrocephalus,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,3,Arthropoda,Hexanauplia,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,1.03E-05,0.027,0.027,0.08220048,0.75725,0.23925,12,192,3.901784437,0.08220048,12,192,3.901784437,Proteocephalus_macrocephalus
Proteocephalus macrocephalus,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,2,Chordata,Actinopterygii,3.037175636,3.210572391,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,0.08220048,0.75725,0.23925,477.24,263,1.832,NA,NA,3.763862485,477.24,NA,NA,3.763862485,Proteocephalus_macrocephalus
Proteocephalus osculatus,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,1,Arthropoda,Hexanauplia,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,NA,NA,NA,0.005513495,0.312,0.15,NA,NA,NA,0.005513495,NA,NA,NA,Proteocephalus_osculatus
Proteocephalus osculatus,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,1,Chordata,Actinopterygii,5.154620901,4.36,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,0.005513495,0.312,0.15,NA,750,NA,NA,NA,NA,NA,NA,NA,NA,Proteocephalus_osculatus
Proteocephalus pearsei,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,2,Arthropoda,Hexanauplia,-4.291781579,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteocephalus_pearsei
Proteocephalus pearsei,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,3,Chordata,Actinopterygii,2.384608906,3.398255448,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteocephalus_pearsei
Proteocephalus percae,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,7,Arthropoda,Hexanauplia,-4.980418926,2.913674906,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,NA,0.07775,NA,0.010124275,0.40995,0.14,25,225,NA,0.010124275,25,225,NA,Proteocephalus_percae
Proteocephalus percae,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,paratenic,4,Chordata,Actinopterygii,0.82454539,3.432929177,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,0.010124275,0.40995,0.14,0.069913619,1.7675,0.21875,NA,NA,0.83919787,0.069913619,1,20,0.83919787,Proteocephalus_percae
Proteocephalus percae,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,3,3,adult,no,def,no,2,Chordata,Actinopterygii,2.178055834,3.473313949,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,0.069913619,1.7675,0.21875,210,87.33333333,2.065,NA,NA,3.477657513,210,NA,NA,3.477657513,Proteocephalus_percae
Proteocephalus percae,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,3,3,adult,no,def,postcyclic,2,Chordata,Actinopterygii,2.970564506,3.686627907,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,210,87.33333333,2.065,210,87.33333333,2.065,NA,NA,0,210,NA,NA,0,Proteocephalus_percae
Proteocephalus thymalli,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,3,Arthropoda,Hexanauplia,-4.416801226,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,NA,NA,NA,0.011396998,0.509090909,0.168831169,19.5,117,NA,0.011396998,19.5,117,NA,Proteocephalus_thymalli
Proteocephalus thymalli,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,1,Chordata,Actinopterygii,3.095238425,3.26,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,0.011396998,0.509090909,0.168831169,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,Proteocephalus_thymalli
Proteocephalus torulosus,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,4,Arthropoda,Hexanauplia,-5.058300751,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,5.44E-05,0.047,0.047,0.001480343,0.2551,0.086,19.25,147,1.435070086,0.001480343,19.25,147,1.435070086,Proteocephalus_torulosus
Proteocephalus torulosus,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,paratenic,1,Arthropoda,Insecta,-1.737197802,2.667185971,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,0.001480343,0.2551,0.086,NA,NA,NA,NA,NA,NA,0.001480343,1,20,0,Proteocephalus_torulosus
Proteocephalus torulosus,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes,3,3,adult,no,def,no,7,Chordata,Actinopterygii,2.619697037,3.143737676,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,NA,NA,NA,54.60625,53.75,1.011666667,NA,NA,NA,54.60625,NA,NA,NA,Proteocephalus_torulosus
Protospirura muricola,Protospirura,Spiruridae,Spirurida,Chromadorea,Nematoda,1,1,1larv,no,int,no,5,Arthropoda,Insecta,-2.182182741,2.380952381,ecto,0,invert,terrestrial,1,body cavity,yes,no,no,no,no,no,no,2,2,4.42E-05,0.05279375,0.0399,0.011002386,2.2795,0.07055,23,391,2.396419361,0.011002386,23,391,2.396419361,Protospirura_muricola
Protospirura muricola,Protospirura,Spiruridae,Spirurida,Chromadorea,Nematoda,2,2,adult,no,def,no,38,Chordata,Mammalia,2.0262385,2.291428571,endo,1,vert,terrestrial,1,stomach,no,yes,no,no,no,no,no,2,2,0.011002386,2.2795,0.07055,49.91851732,44.79,1.13171,40,1340,3.656774781,49.91851732,40,1340,3.656774781,Protospirura_muricola
Protospirura numidica,Protospirura,Spiruridae,Spirurida,Chromadorea,Nematoda,1,1,1larv,no,int,no,8,Arthropoda,Insecta,-0.374089866,2,ecto,0,invert,terrestrial,1,body cavity,yes,no,no,no,no,no,no,2,2,3.27E-05,0.04796,0.035875,0.024286323,3.061833333,0.100333333,32.42857143,683.3333333,2.870264741,0.024286323,32.42857143,683.3333333,2.870264741,Protospirura_numidica
Protospirura numidica,Protospirura,Spiruridae,Spirurida,Chromadorea,Nematoda,2,2,adult,no,def,no,14,Chordata,Mammalia,1.566288957,2.546753247,endo,1,vert,terrestrial,1,stomach,no,yes,no,no,no,no,no,2,2,0.024286323,3.061833333,0.100333333,13.45140247,32.19833333,0.6225,36.24074074,1214.064815,2.743405792,13.45140247,36.24074074,1214.064815,2.743405792,Protospirura_numidica
Protostrongylus boughtoni,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,5,Mollusca,Gastropoda,-2.056052568,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,6.05E-05,0.304666667,0.015866667,0.0002283,0.43,0.026,29,377,0.576512662,0.0002283,29,377,0.576512662,Protostrongylus_boughtoni
Protostrongylus boughtoni,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,2,Chordata,Mammalia,2.860725557,2,endo,1,vert,terrestrial,1,lungs,no,no,no,yes,no,no,no,2,2,0.0002283,0.43,0.026,1.398990479,28.5,0.25,26,871,3.787309726,1.398990479,26,871,3.787309726,Protostrongylus_boughtoni
Protostrongylus cuniculorum,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,1,Mollusca,Gastropoda,NA,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,0.000174917,0.3425,0.0255,0.00103378,0.65,0.045,NA,NA,0.771597447,0.00103378,NA,NA,0.771597447,Protostrongylus_cuniculorum
Protostrongylus cuniculorum,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,1,Chordata,Mammalia,2.835799021,2,endo,1,vert,terrestrial,1,lungs,no,no,no,yes,no,no,no,2,2,0.00103378,0.65,0.045,NA,NA,NA,31.5,1055.25,NA,NA,31.5,1055.25,NA,Protostrongylus_cuniculorum
Protostrongylus davtiani,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,4,Mollusca,Gastropoda,NA,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,NA,0.32,NA,NA,NA,NA,30.5,640.5,NA,NA,30.5,640.5,NA,Protostrongylus_davtiani
Protostrongylus davtiani,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,4,Chordata,Mammalia,4.465742751,2,endo,1,vert,terrestrial,1,lungs,no,no,no,yes,no,no,no,2,2,NA,NA,NA,NA,NA,0.055,30,1005,NA,NA,30,1005,NA,Protostrongylus_davtiani
Protostrongylus hobmaieri,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,11,Mollusca,Gastropoda,-1.469838538,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,7.52E-05,0.30071,0.01775,NA,NA,NA,16,NA,NA,NA,16,NA,NA,Protostrongylus_hobmaieri
Protostrongylus hobmaieri,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,5,Chordata,Mammalia,4.412465903,2,endo,1,vert,terrestrial,1,lungs,no,no,no,yes,no,no,no,2,2,NA,NA,NA,NA,NA,NA,34.5,1155.75,NA,NA,34.5,1155.75,NA,Protostrongylus_hobmaieri
Protostrongylus oryctolagi,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,3,Mollusca,Gastropoda,NA,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protostrongylus_oryctolagi
Protostrongylus oryctolagi,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,2,Chordata,Mammalia,3.026035822,2,endo,1,vert,terrestrial,1,lungs,no,no,no,yes,no,no,no,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protostrongylus_oryctolagi
Protostrongylus pulmonalis/kamenskyi,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,5,Mollusca,Gastropoda,-0.625223756,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,7.81E-05,0.30325,0.0195,NA,0.57,NA,32.5,NA,NA,NA,32.5,NA,NA,Protostrongylus_pulmonalis
Protostrongylus pulmonalis/kamenskyi,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,2,Chordata,Mammalia,3.214734,2,endo,1,vert,terrestrial,1,lungs,no,no,no,yes,no,no,no,2,2,NA,0.57,NA,0.70517033,43,0.1445,19.5,653.25,NA,0.70517033,19.5,653.25,NA,Protostrongylus_pulmonalis
Protostrongylus rufescens,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,11,Mollusca,Gastropoda,-1.417890003,2.022727273,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,0.000114979,0.385,0.0195,0.000958453,0.66,0.043,43.75,950,0.920950894,0.000958453,43.75,950,0.920950894,Protostrongylus_rufescens
Protostrongylus rufescens,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,2,Chordata,Mammalia,4.37194011,2,endo,1,vert,terrestrial,1,lungs,no,no,no,yes,no,no,no,2,2,0.000958453,0.66,0.043,1.805630378,47.5,0.22,NA,NA,3.275058125,1.805630378,NA,NA,3.275058125,Protostrongylus_rufescens
Protostrongylus skrjabini,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,2,Mollusca,Gastropoda,NA,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,NA,NA,NA,NA,NA,NA,27.5,412.5,NA,NA,27.5,412.5,NA,Protostrongylus_skrjabini
Protostrongylus skrjabini,Protostrongylus,Protostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,3,Chordata,Mammalia,4.500114224,2,endo,1,vert,terrestrial,1,lungs,no,no,no,yes,no,no,no,2,2,NA,NA,NA,NA,NA,NA,30,1005,NA,NA,30,1005,NA,Protostrongylus_skrjabini
