Parasite.species,parasite_genus,parasite_family,parasite_order,parasite_class,parasite_phylum,Host.no,Host_no_fac,Stage,assumed_stage,Def.int,Facultative,num_hosts,host_phylum,host_class,host_bm,host_tl,endo_ecto,prop_endo,vert_invert,habitat,prop_terr,Site,body_cavity,gi_tract,gi_wall,pulmonary,biliary,urinary,enclosed,lcl_max,lcl_max_fac,initial_biov,initial_length,initial_width,biovolume,avg_length,avg_width,avg_dt,avg_dd,rel_growth,biov_paratenic,avg_dt_paratenic,avg_dd_paratenic,rel_growth_paratenic,tree_tips
Didelphostrongylus hayesi,Didelphostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,2,Mollusca,Gastropoda,NA,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,2.95E-05,0.24,0.0125,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,Didelphostrongylus_hayesi
Didelphostrongylus hayesi,Didelphostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,2,Chordata,Mammalia,2.369859292,2.65,endo,1,vert,terrestrial,1,lungs,no,no,no,yes,no,no,no,2,2,NA,0.375,NA,5.252463106,17.4,0.47,22,737,NA,5.252463106,22,737,NA,Didelphostrongylus_hayesi
Dilepis undula,Dilepis,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,2,Annelida,Clitellata,-0.440507372,3.166666667,ecto,0,invert,terrestrial,1,body cavity,yes,no,no,no,no,no,no,2,2,4.32E-05,0.0485,0.0405,0.188776732,1.013333333,0.58,44,572,3.640082851,0.188776732,44,572,3.640082851,Dilepis_undula
Dilepis undula,Dilepis,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,16,Chordata,Aves,2.084359754,3.084722222,endo,1,vert,terrestrial,0.8125,gut,no,yes,no,no,no,no,no,2,2,0.188776732,1.013333333,0.58,274.2,95,2.717333333,NA,NA,3.162118987,274.2,NA,NA,3.162118987,Dilepis_undula
Dinobothrium sp.,Dinobothrium,Phyllobothriidae,Phyllobothriidea,Cestoda,Platyhelminthes,1,1,1larv,yes,int,no,NA,NA,NA,NA,NA,ecto,0,invert,aquatic,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinobothrium_sp.
Dinobothrium sp.,Dinobothrium,Phyllobothriidae,Phyllobothriidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,no,1,Mollusca,Cephalopoda,NA,3.2,ecto,0,invert,aquatic,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinobothrium_sp.
Dinobothrium sp.,Dinobothrium,Phyllobothriidae,Phyllobothriidea,Cestoda,Platyhelminthes,3,3,adult,no,def,no,1,Chordata,Elasmobranchii,5.127924126,4.57,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinobothrium_sp.
Dioctophyma renale,Dioctophyme,Dioctophymidae,Dioctophymatida,Enoplea,Nematoda,1,1,1larv,no,int,no,1,Annelida,Clitellata,0.207553586,2,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,7.28E-05,0.070623,0.044218,0.133156405,8.65,0.14,92.33333333,1761.666667,3.262037055,0.133156405,92.33333333,1761.666667,3.262037055,Dioctophyme_renale
Dioctophyma renale,Dioctophyme,Dioctophymidae,Dioctophymatida,Enoplea,Nematoda,2,2,2larv,no,int,paratenic,20,Chordata,Actinopterygii,2.306322978,3.226258784,ecto,0,invert,aquatic,0,stomach wall; muscles; mesentery,no,no,yes,no,no,no,yes,3,3,0.133156405,8.65,0.14,0.1945872,8.976966667,0.1670625,NA,NA,0.164752209,0.1945872,1,20,0.164752209,Dioctophyme_renale
Dioctophyma renale,Dioctophyme,Dioctophymidae,Dioctophymatida,Enoplea,Nematoda,3,3,adult,no,def,no,10,Chordata,Mammalia,3.309601665,3.064030553,endo,1,vert,terrestrial,1,kidneys,no,no,no,no,no,yes,no,3,3,0.1945872,8.976966667,0.1670625,6716.03787,344.28125,4.75,137.1666667,4595.083333,4.537998867,6716.03787,137.1666667,4595.083333,4.537998867,Dioctophyme_renale
Dioecotaenia cancellata,Dioecotaenia,Dioecotaeniidae,Tetraphyllidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,3,Mollusca,Bivalvia,1.599655393,2.333333333,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,8.71E-05,0.055,0.055,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,Dioecotaenia_cancellata
Dioecotaenia cancellata,Dioecotaenia,Dioecotaeniidae,Tetraphyllidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,1,Chordata,Elasmobranchii,4.111132343,3.23,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,NA,8,NA,51.45,39.25,1.23,NA,NA,NA,51.45,NA,NA,NA,Dioecotaenia_cancellata
Diorchis asiatica,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,4,Arthropoda,Ostracoda,NA,2,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,1.68E-05,0.0475,0.026,0.002387644,0.185,0.157,NA,NA,2.152330728,0.002387644,NA,NA,2.152330728,Diorchis_asiatica
Diorchis asiatica,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,4,Chordata,Aves,2.908923208,2.5025,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,0.002387644,0.185,0.157,15.9125,23.75,0.67,NA,NA,3.823768761,15.9125,NA,NA,3.823768761,Diorchis_asiatica
Diorchis brevis,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,1,Arthropoda,Ostracoda,NA,2,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,0.00044108,0.975,0.024,NA,0.2025,NA,NA,NA,NA,NA,NA,NA,NA,Diorchis_brevis
Diorchis brevis,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,1,Chordata,Aves,2.822226243,2.65,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,NA,0.2025,NA,92,46,2,NA,NA,NA,92,NA,NA,NA,Diorchis_brevis
Diorchis bulbodes,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,1,Arthropoda,Ostracoda,NA,2,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,6.50E-05,0.098,0.0315,0.013822026,0.325,0.285,15,247.5,2.327680582,0.013822026,15,247.5,2.327680582,Diorchis_bulbodes
Diorchis bulbodes,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,4,Chordata,Aves,2.955208711,2.5025,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,0.013822026,0.325,0.285,87.425,97.5,0.86,NA,NA,3.801063938,87.425,NA,NA,3.801063938,Diorchis_bulbodes
Diorchis danutae,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,4,Arthropoda,Ostracoda,NA,2,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,0.000119108,0.1175,0.044,0.004386193,0.21675,0.18425,NA,NA,1.566145918,0.004386193,NA,NA,1.566145918,Diorchis_danutae
Diorchis danutae,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,5,Chordata,Aves,2.87701765,2.275,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,0.004386193,0.21675,0.18425,313.5,142.5,2.2,NA,NA,4.854149785,313.5,NA,NA,4.854149785,Diorchis_danutae
Diorchis inflata,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,5,Arthropoda,Ostracoda,-4.270394858,2,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,0.000242452,0.7,0.021,0.009495464,0.275,0.255,17.35714286,208.8571429,1.592889671,0.009495464,17.35714286,208.8571429,1.592889671,Diorchis_inflata
Diorchis inflata,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,paratenic,4,Mollusca,Gastropoda,-0.45607801,2,ecto,0,invert,aquatic,0,gut wall,no,no,yes,no,no,no,no,3,3,0.009495464,0.275,0.255,0.007539822,0.25,0.24,NA,NA,-0.100155068,0.007539822,1,20,-0.100155068,Diorchis_inflata
Diorchis inflata,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,3,3,adult,no,def,no,4,Chordata,Aves,2.847641066,2.55,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,0.007539822,0.25,0.24,252.6858333,119.8333333,1.945,NA,NA,4.52521978,252.6858333,NA,NA,4.52521978,Diorchis_inflata
Diorchis nyrocae,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,9,Arthropoda,Hexanauplia,-4.825428326,2,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,6.79E-05,0.149625,0.024,0.006844316,0.26075,0.231333333,17.25,231.5,2.003516179,0.006844316,17.25,231.5,2.003516179,Diorchis_nyrocae
Diorchis nyrocae,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,paratenic,2,Mollusca,Gastropoda,-0.466001659,2,ecto,0,invert,aquatic,0,gut wall,no,no,yes,no,no,no,no,3,3,0.006844316,0.26075,0.231333333,0.002252735,0.185,0.1525,NA,NA,-0.482619992,0.002252735,1,20,-0.482619992,Diorchis_nyrocae
Diorchis nyrocae,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,3,3,adult,no,def,no,7,Chordata,Aves,2.814731194,2.5925,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,0.002252735,0.185,0.1525,84.08333333,97.33333333,0.75,NA,NA,4.571999882,84.08333333,NA,NA,4.571999882,Diorchis_nyrocae
Diorchis parvogenitalis,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,1,Arthropoda,Ostracoda,NA,2,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,0.00028222,0.11,0.07,0.004071504,0.24,0.18,15,300,1.159167487,0.004071504,15,300,1.159167487,Diorchis_parvogenitalis
Diorchis parvogenitalis,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,5,Chordata,Aves,2.758779453,2.710972222,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,0.004071504,0.24,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diorchis_parvogenitalis
Diorchis ransomi,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,8,Arthropoda,Ostracoda,NA,2,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,0.000392699,0.8,0.025,0.006062331,0.238,0.22,20.92857143,264.2857143,1.188579784,0.006062331,20.92857143,264.2857143,1.188579784,Diorchis_ransomi
Diorchis ransomi,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,paratenic,3,Mollusca,Gastropoda,-0.475925307,2,ecto,0,invert,aquatic,0,gut wall,no,no,yes,no,no,no,no,3,3,0.006062331,0.238,0.22,0.003874893,0.205,0.19,NA,NA,-0.194379984,0.003874893,1,20,-0.194379984,Diorchis_ransomi
Diorchis ransomi,Diorchis,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,3,3,adult,no,def,no,4,Chordata,Aves,2.880508389,2.4375,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,0.003874893,0.205,0.19,313.8375,162.25,1.95,NA,NA,4.90844515,313.8375,NA,NA,4.90844515,Diorchis_ransomi
Diphyllobothrium dendriticum,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,8,Arthropoda,Hexanauplia,-4.928726689,2.602598666,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,1.79E-05,0.0355,0.031,0.002064659,0.2895,0.0935,13.6,204.75,2.062840691,0.002064659,13.6,204.75,2.062840691,Diphyllobothrium_dendriticum
Diphyllobothrium dendriticum,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,no,13,Chordata,Actinopterygii,2.731727853,3.519069007,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,0.002064659,0.2895,0.0935,2.4,28.095,0.4,49,735,3.065362906,2.4,49,735,3.065362906,Diphyllobothrium_dendriticum
Diphyllobothrium dendriticum,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,3,3,3larv,no,int,paratenic,8,Chordata,Actinopterygii,3.147264205,3.735737627,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,2.4,28.095,0.4,2.4,6,0.4,NA,NA,0,2.4,1,20,0,Diphyllobothrium_dendriticum
Diphyllobothrium dendriticum,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,4,4,adult,no,def,no,9,Chordata,Aves,3.163246615,3.126775648,endo,1,vert,aquatic,0.333333333,gut,no,yes,no,no,no,no,no,4,3+,2.4,6,0.4,22927.1,1027.75,13.3,7,248.5,3.980137884,22927.1,7,248.5,3.980137884,Diphyllobothrium_dendriticum
Diphyllobothrium ditremum,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,1,1,1larv,yes,int,no,NA,NA,NA,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,1.31E-05,0.032,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diphyllobothrium_ditremum
Diphyllobothrium ditremum,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,no,13,Chordata,Actinopterygii,2.670010282,3.593856809,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,NA,NA,NA,NA,8.621329304,NA,NA,NA,NA,NA,NA,NA,NA,Diphyllobothrium_ditremum
Diphyllobothrium ditremum,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,3,3,3larv,no,int,paratenic,1,Chordata,Actinopterygii,3.34126565,4.39,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,NA,8.621329304,NA,NA,15.47071785,NA,NA,NA,NA,NA,1,20,0,Diphyllobothrium_ditremum
Diphyllobothrium ditremum,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,4,4,adult,no,def,no,4,Chordata,Aves,3.354527873,3.833333333,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,4,3+,NA,15.47071785,NA,2750,500,5.5,NA,NA,NA,2750,NA,NA,NA,Diphyllobothrium_ditremum
Diphyllobothrium latum,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,15,Arthropoda,Hexanauplia,-4.807796886,2,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,1.41E-05,0.0344,0.03,0.00556952,0.429333333,0.116666667,13.83333333,193.8,2.595455395,0.00556952,13.83333333,193.8,2.595455395,Diphyllobothrium_latum
Diphyllobothrium latum,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,no,10,Chordata,Actinopterygii,3.030994672,3.598490597,ecto,0,invert,aquatic,0,muscles,no,no,no,no,no,no,yes,4,3+,0.00556952,0.429333333,0.116666667,NA,19.23333333,NA,60,NA,NA,NA,60,NA,NA,Diphyllobothrium_latum
Diphyllobothrium latum,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,3,3,3larv,no,int,paratenic,3,Chordata,Actinopterygii,3.38453658,3.509627986,ecto,0,invert,aquatic,0,viscera,no,no,no,no,no,no,yes,4,3+,NA,19.23333333,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,Diphyllobothrium_latum
Diphyllobothrium latum,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,4,4,adult,no,def,no,2,Chordata,Mammalia,4.195175925,2.8,endo,1,vert,terrestrial,1,gut,no,yes,no,no,no,no,no,4,3+,NA,NA,NA,57312.21287,4601.772,11.97233333,16.25,544.375,NA,57312.21287,16.25,544.375,NA,Diphyllobothrium_latum
Diphyllobothrium nihonkaiense,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,1,Arthropoda,Hexanauplia,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diphyllobothrium_nihonkaiense
Diphyllobothrium nihonkaiense,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,no,4,Chordata,Actinopterygii,3.733042833,4.0825,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,NA,NA,NA,27.95,21.5,1.3,NA,NA,NA,27.95,NA,NA,NA,Diphyllobothrium_nihonkaiense
Diphyllobothrium nihonkaiense,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,3,3,3larv,no,int,paratenic,1,Chordata,Actinopterygii,3.892691227,3.74,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,27.95,21.5,1.3,NA,NA,NA,NA,NA,NA,27.95,1,20,0,Diphyllobothrium_nihonkaiense
Diphyllobothrium nihonkaiense,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,4,4,adult,no,def,no,2,Chordata,Mammalia,4.499590435,2.175,endo,1,vert,terrestrial,1,gut,no,yes,no,no,no,no,no,4,3+,NA,NA,NA,55301.55555,3590.866667,9.908333333,NA,NA,NA,55301.55555,NA,NA,NA,Diphyllobothrium_nihonkaiense
Diplocotyle olrikii,Diplocotyle,Acrobothriidae,Spathebothriidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,11,Arthropoda,Malacostraca,-1.29845709,2.226724553,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,1.46E-05,0.038625,0.026875,73.67456,45.948,1.288,NA,NA,6.702829054,73.67456,NA,NA,6.702829054,Diplocotyle_olrikii
Diplocotyle olrikii,Diplocotyle,Acrobothriidae,Spathebothriidea,Cestoda,Platyhelminthes,2,2,adult,no,def,progenetic,19,Chordata,Actinopterygii,2.859887051,3.675669744,ecto,0,invert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,73.67456,45.948,1.288,73.8395,44.4,1.433666667,NA,NA,0.000971196,73.8395,NA,NA,0.000971196,Diplocotyle_olrikii
Diplogonoporus balaenopterae,Diplogonoporus,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,2,Arthropoda,Hexanauplia,-4.111963473,2.934615385,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,4.78E-05,0.0485,0.0434,0.000861653,0.1566,0.0837,9.5,123.5,1.255612735,0.000861653,9.5,123.5,1.255612735,Diplogonoporus_balaenopterae
Diplogonoporus balaenopterae,Diplogonoporus,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,no,3,Chordata,Actinopterygii,2.604941157,3.47,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,0.000861653,0.1566,0.0837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diplogonoporus_balaenopterae
Diplogonoporus balaenopterae,Diplogonoporus,Diphyllobothriidae,Diphyllobothriidea,Cestoda,Platyhelminthes,3,3,adult,no,def,no,5,Chordata,Mammalia,5.84933952,3.238547619,endo,1,vert,aquatic,0.2,gut,no,yes,no,no,no,no,no,3,3,NA,NA,NA,40264,2805,11.87785714,NA,NA,NA,40264,NA,NA,NA,Diplogonoporus_balaenopterae
Diploposthe laevis,Diploposthe,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,5,Arthropoda,Hexanauplia,-4.715227016,2,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,0.001538499,0.10875,0.10725,0.002782666,0.19,0.165,14,280,0.257363736,0.002782666,14,280,0.257363736,Diploposthe_laevis
Diploposthe laevis,Diploposthe,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,paratenic,5,Mollusca,Gastropoda,-0.45607801,2,ecto,0,invert,aquatic,0,gut wall,no,no,yes,no,no,no,no,3,3,0.002782666,0.19,0.165,0.003130266,0.193,0.176,NA,NA,0.051120233,0.003130266,1,20,0.051120233,Diploposthe_laevis
Diploposthe laevis,Diploposthe,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,3,3,adult,no,def,no,5,Chordata,Aves,2.904473519,2.55125,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,0.003130266,0.193,0.176,1499.624,314.8,4.806,NA,NA,5.680401115,1499.624,NA,NA,5.680401115,Diploposthe_laevis
Diploposthe skrjabini,Diploposthe,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,6,Arthropoda,Hexanauplia,-4.715227016,2,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,NA,NA,NA,0.002002765,0.17,0.15,17,270,NA,0.002002765,17,270,NA,Diploposthe_skrjabini
Diploposthe skrjabini,Diploposthe,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,1,Chordata,Aves,2.754614352,2.5,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,2,2,0.002002765,0.17,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploposthe_skrjabini
Diplopylidium acanthotetra,Diplopylidium,Dipylidiidae,Cyclophyllidea,Cestoda,Platyhelminthes,1,1,1larv,yes,int,no,NA,NA,NA,NA,NA,ecto,0,invert,terrestrial,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4.77E-05,0.045,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diplopylidium_acanthotetra
Diplopylidium acanthotetra,Diplopylidium,Dipylidiidae,Cyclophyllidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,no,20,Chordata,Craniata,1.29883146,3.089333333,ecto,0,vert,terrestrial,1,gut wall,no,no,yes,no,no,no,no,3,3,NA,NA,NA,2.405688339,2.1215,1.096,NA,NA,NA,2.405688339,NA,NA,NA,Diplopylidium_acanthotetra
Diplopylidium acanthotetra,Diplopylidium,Dipylidiidae,Cyclophyllidea,Cestoda,Platyhelminthes,3,3,adult,no,def,no,4,Chordata,Mammalia,3.17513671,3.15,endo,1,vert,terrestrial,1,gut,no,yes,no,no,no,no,no,3,3,2.405688339,2.1215,1.096,NA,61.5,NA,22,737,NA,NA,22,737,NA,Diplopylidium_acanthotetra
Diplopylidium nölleri,Diplopylidium,Dipylidiidae,Cyclophyllidea,Cestoda,Platyhelminthes,1,1,1larv,yes,int,no,NA,NA,NA,NA,NA,ecto,0,invert,terrestrial,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0.000904779,0.12,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diplopylidium_nölleri
Diplopylidium nölleri,Diplopylidium,Dipylidiidae,Cyclophyllidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,no,13,Chordata,Craniata,1.242014831,3.244,ecto,0,vert,terrestrial,1,mesentery,no,no,no,no,no,no,yes,3,3,NA,NA,NA,2.908329399,2.8,1.15,NA,NA,NA,2.908329399,NA,NA,NA,Diplopylidium_nölleri
Diplopylidium nölleri,Diplopylidium,Dipylidiidae,Cyclophyllidea,Cestoda,Platyhelminthes,3,3,adult,no,def,no,3,Chordata,Mammalia,3.472657751,3.196768509,endo,1,vert,terrestrial,1,gut,no,yes,no,no,no,no,no,3,3,2.908329399,2.8,1.15,48.375,64.5,0.75,NA,NA,1.220977385,48.375,NA,NA,1.220977385,Diplopylidium_nölleri
Diplotriaena agelaius,Diplotriaena,Diplotriaenidae,Spirurida,Chromadorea,Nematoda,1,1,1larv,no,int,no,1,Arthropoda,Insecta,-0.96515749,2,ecto,0,invert,terrestrial,1,body cavity,yes,no,no,no,no,no,no,2,2,3.03E-05,0.05,0.034,0.001338876,0.71,0.049,NA,NA,1.645813929,0.001338876,NA,NA,1.645813929,Diplotriaena_agelaius
Diplotriaena agelaius,Diplotriaena,Diplotriaenidae,Spirurida,Chromadorea,Nematoda,2,2,adult,no,def,no,1,Chordata,Aves,1.277607703,NA,endo,1,vert,terrestrial,1,air sacs,no,no,no,yes,no,no,no,2,2,0.001338876,0.71,0.049,41.73543008,92,0.76,NA,NA,4.493764503,41.73543008,NA,NA,4.493764503,Diplotriaena_agelaius
Diplotriaena bargusinica,Diplotriaena,Diplotriaenidae,Spirurida,Chromadorea,Nematoda,1,1,1larv,no,int,no,3,Arthropoda,Insecta,-0.812480288,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,3.73E-05,0.055,0.036,0.001331919,0.652,0.051,15,397.5,1.552511516,0.001331919,15,397.5,1.552511516,Diplotriaena_bargusinica
Diplotriaena bargusinica,Diplotriaena,Diplotriaenidae,Spirurida,Chromadorea,Nematoda,2,2,adult,no,def,no,1,Chordata,Aves,1.510117128,2.5,endo,1,vert,terrestrial,1,air sacs,no,no,no,yes,no,no,no,2,2,0.001331919,0.652,0.051,22.65433878,39,0.86,NA,NA,4.230673562,22.65433878,NA,NA,4.230673562,Diplotriaena_bargusinica
Diplotriaena sokolowi,Diplotriaena,Diplotriaenidae,Spirurida,Chromadorea,Nematoda,1,1,1larv,no,int,no,1,Arthropoda,Insecta,NA,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,3.53E-05,0.055,0.035,0.001081493,0.68,0.045,14,350,1.486526421,0.001081493,14,350,1.486526421,Diplotriaena_sokolowi
Diplotriaena sokolowi,Diplotriaena,Diplotriaenidae,Spirurida,Chromadorea,Nematoda,2,2,adult,no,def,no,1,Chordata,Aves,1.808605886,3.05,endo,1,vert,terrestrial,1,air sacs,no,no,no,yes,no,no,no,2,2,0.001081493,0.68,0.045,15.43012867,46.5,0.65,NA,NA,4.154345726,15.43012867,NA,NA,4.154345726,Diplotriaena_sokolowi
