species,genus,id,tax_query_name,tax_query_id,family,order,class,phylum
Moniliformis moniliformis,Moniliformis,ott49629,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis kalahariensis,Moniliformis,ott4951059,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis echinosorexi,Moniliformis,ott4951060,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis spiralis,Moniliformis,ott4951061,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis cestodiformis,Moniliformis,ott4951062,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis merionis,Moniliformis,ott4951063,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis clarki,Moniliformis,ott4951064,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis monechinus,Moniliformis,ott4951065,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis tarsii,Moniliformis,ott4951066,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis acomysi,Moniliformis,ott4951067,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis gracilis,Moniliformis,ott4951068,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis myoxi,Moniliformis,ott4951069,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis siciliensis,Moniliformis,ott4951070,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis soricis,Moniliformis,ott4951071,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis travassosi,Moniliformis,ott4951073,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis convolutus,Moniliformis,ott4951075,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis sp.,Moniliformis,ott5972626,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis aegyptiacus,Moniliformis,ott6326180,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Moniliformis monoechinus,Moniliformis,ott6326181,Moniliformis moniliformis,49629,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Australiformis semoni,Australiformis,ott4951076,Australiformis semoni,4951076,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Promoniliformis ovocristatus,Promoniliformis,ott4951078,Promoniliformis ovocristatus,4951078,Moniliformidae,Moniliformida,Archiacanthocephala,Acanthocephala
Mediorhynchus sp.,Mediorhynchus,ott98480,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus grandis,Mediorhynchus,ott562169,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus gallinarum,Mediorhynchus,ott4148404,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus cambellensis,Mediorhynchus,ott4951081,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus tanagrae,Mediorhynchus,ott4951082,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus alecturae,Mediorhynchus,ott4951083,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus mariae,Mediorhynchus,ott4951084,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus channapettae,Mediorhynchus,ott4951085,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus fatimaae,Mediorhynchus,ott4951086,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus coinrostris,Mediorhynchus,ott4951087,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus emberizae,Mediorhynchus,ott4951088,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus lagodekhiensis,Mediorhynchus,ott4951089,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus conirostris,Mediorhynchus,ott4951090,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus mattei,Mediorhynchus,ott4951091,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus empodius,Mediorhynchus,ott4951092,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus orientalis,Mediorhynchus,ott4951093,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus colluricinclae,Mediorhynchus,ott4951094,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus tenuis,Mediorhynchus,ott4951095,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus oswaldocruzi,Mediorhynchus,ott4951096,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus leptis,Mediorhynchus,ott4951097,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus corcoracis,Mediorhynchus,ott4951098,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus giganteus,Mediorhynchus,ott4951099,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus rodensis,Mediorhynchus,ott4951100,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus numidae,Mediorhynchus,ott4951101,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus micracanthus,Mediorhynchus,ott4951102,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus vancleavei,Mediorhynchus,ott4951103,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus vaginatus,Mediorhynchus,ott4951104,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus taeniatus,Mediorhynchus,ott4951105,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus wardi,Mediorhynchus,ott4951107,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus petrochenkoi,Mediorhynchus,ott4951108,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus passerus,Mediorhynchus,ott4951109,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus meiringi,Mediorhynchus,ott4951110,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus murtensis,Mediorhynchus,ott4951111,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus pauciuncinatus,Mediorhynchus,ott4951112,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus rajasthanensis,Mediorhynchus,ott4951113,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus centurorum,Mediorhynchus,ott4951115,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus textori,Mediorhynchus,ott4951116,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus papillosus,Mediorhynchus,ott4951119,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus nickoli,Mediorhynchus,ott4951121,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus edmondsi,Mediorhynchus,ott4951122,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus lophurae,Mediorhynchus,ott4951123,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus otidis,Mediorhynchus,ott4951124,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus pintoi,Mediorhynchus,ott4951125,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus robustus,Mediorhynchus,ott4951126,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus kuntzi,Mediorhynchus,ott4951127,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus mirabilis,Mediorhynchus,ott4951128,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus zosteropis,Mediorhynchus,ott4951129,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus indicus,Mediorhynchus,ott4951130,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus sipocotensis,Mediorhynchus,ott4951131,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus turnixena,Mediorhynchus,ott4951133,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus africanus,Mediorhynchus,ott6326169,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus cisticolae,Mediorhynchus,ott6326170,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus gibsoni,Mediorhynchus,ott6326171,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus pandei,Mediorhynchus,ott6326172,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus peckeri,Mediorhynchus,ott6326173,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus peruensis,Mediorhynchus,ott6326174,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus quilonensis,Mediorhynchus,ott6326175,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus spinaepaucitas,Mediorhynchus,ott6326176,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus thrushi,Mediorhynchus,ott6326177,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Mediorhynchus turdi,Mediorhynchus,ott6326178,Mediorhynchus sp. GCL-2002,98480,Giganthorhynchidae,Gigantorhynchida,Archiacanthocephala,Acanthocephala
Oncicola sp.,Oncicola,ott98481,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola luehei,Oncicola,ott974045,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola oncicola,Oncicola,ott4951179,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola venezuelensis,Oncicola,ott4951180,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola sigmoides,Oncicola,ott4951181,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola juxtatesticularis,Oncicola,ott4951182,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola pomatostomi,Oncicola,ott4951183,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola chibigouzouensis,Oncicola,ott4951184,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola magalhaesi,Oncicola,ott4951185,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola freitasi,Oncicola,ott4951186,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola martini,Oncicola,ott4951187,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola paracampanulata,Oncicola,ott4951188,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola spirula,Oncicola,ott4951189,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola schacheri,Oncicola,ott4951190,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola gigas,Oncicola,ott4951191,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola machadoi,Oncicola,ott4951192,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola micracantha,Oncicola,ott4951193,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola canis,Oncicola,ott4951194,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola dimorpha,Oncicola,ott4951195,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola confusa,Oncicola,ott4951196,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola travassosi,Oncicola,ott4951198,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola michaelseni,Oncicola,ott4951200,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola macrurae,Oncicola,ott4951202,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola campanulata,Oncicola,ott4951203,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oncicola malayana,Oncicola,ott6326188,Oncicola sp. GCL-2002,98481,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus tortuosa,Oligacanthorhynchus,ott123575,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus circumflexus,Oligacanthorhynchus,ott4951143,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus erinacei,Oligacanthorhynchus,ott4951145,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus oligacanthus,Oligacanthorhynchus,ott4951146,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus bangalorensis,Oligacanthorhynchus,ott4951147,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus lamasi,Oligacanthorhynchus,ott4951148,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus oti,Oligacanthorhynchus,ott4951149,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus hamatus,Oligacanthorhynchus,ott4951151,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus ricinoides,Oligacanthorhynchus,ott4951152,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus major,Oligacanthorhynchus,ott4951153,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus lagenaeformis,Oligacanthorhynchus,ott4951154,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus iheringi,Oligacanthorhynchus,ott4951155,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus spira,Oligacanthorhynchus,ott4951156,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus cati,Oligacanthorhynchus,ott4951157,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus pardalis,Oligacanthorhynchus,ott4951158,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus shillongensis,Oligacanthorhynchus,ott4951159,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus lerouxi,Oligacanthorhynchus,ott4951161,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus carinii,Oligacanthorhynchus,ott4951162,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus minor,Oligacanthorhynchus,ott4951163,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus tumidus,Oligacanthorhynchus,ott4951164,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus kamtschaticus,Oligacanthorhynchus,ott4951165,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus mariemily,Oligacanthorhynchus,ott4951166,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus indicus,Oligacanthorhynchus,ott4951167,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus decrescens,Oligacanthorhynchus,ott4951168,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus manifestus,Oligacanthorhynchus,ott4951169,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus atratus,Oligacanthorhynchus,ott4951171,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus compressus,Oligacanthorhynchus,ott4951172,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus thumbi,Oligacanthorhynchus,ott4951173,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus microcephala,Oligacanthorhynchus,ott4951174,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus taenioides,Oligacanthorhynchus,ott4951175,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus citilli,Oligacanthorhynchus,ott4951176,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus aenigma,Oligacanthorhynchus,ott4951177,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Oligacanthorhynchus tortuosus,Oligacanthorhynchus,ott6326187,Oligacanthorhynchus tortuosa,123575,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Macracanthorhynchus ingens,Macracanthorhynchus,ott562171,Macracanthorhynchus ingens,562171,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Macracanthorhynchus hirudinaceus,Macracanthorhynchus,ott567375,Macracanthorhynchus ingens,562171,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Macracanthorhynchus catulinus,Macracanthorhynchus,ott4951204,Macracanthorhynchus ingens,562171,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Macracanthorhynchus erinacei,Macracanthorhynchus,ott6326183,Macracanthorhynchus ingens,562171,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Nephridiacanthus gerberi,Nephridiacanthus,ott4951144,Nephridiacanthus gerberi,4951144,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Nephridiacanthus longissimus,Nephridiacanthus,ott4951150,Nephridiacanthus gerberi,4951144,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Nephridiacanthus manisensis,Nephridiacanthus,ott4951170,Nephridiacanthus gerberi,4951144,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Nephridiacanthus kamerunensis,Nephridiacanthus,ott4951178,Nephridiacanthus gerberi,4951144,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Nephridiacanthus thapari,Nephridiacanthus,ott4951217,Nephridiacanthus gerberi,4951144,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Nephridiacanthus major,Nephridiacanthus,ott4951218,Nephridiacanthus gerberi,4951144,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Nephridiacanthus palawanensis,Nephridiacanthus,ott4951219,Nephridiacanthus gerberi,4951144,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Nephridiacanthus maroccanus,Nephridiacanthus,ott6326186,Nephridiacanthus gerberi,4951144,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Multisentis myrmecobius,Multisentis,ott4951206,Multisentis myrmecobius,4951206,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Heptamegacanthus niekerki,Heptamegacanthus,ott4951208,Heptamegacanthus niekerki,4951208,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Prosthenorchis fraterna,Prosthenorchis,ott4951211,Prosthenorchis fraterna,4951211,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Prosthenorchis lemuri,Prosthenorchis,ott4951212,Prosthenorchis fraterna,4951211,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Prosthenorchis elegans,Prosthenorchis,ott4951213,Prosthenorchis fraterna,4951211,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Prosthenorchis sinicus,Prosthenorchis,ott4951214,Prosthenorchis fraterna,4951211,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Prosthenorchis sp.,Prosthenorchis,ott5972627,Prosthenorchis fraterna,4951211,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
Pachysentis rugosus,Pachysentis,ott4951221,Pachysentis rugosus,4951221,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala,Acanthocephala
