"Scientific","tl"
"Photonectes coffea",3.88
"Photonectes corynodes",3.15
"Photonectes dinema",4.09
"Photonectes gracilis",4.02
"Photonectes leucospilus",4.2
"Photonectes margarita",4.03
"Photonectes mirabilis",3.92
"Photonectes munificus",3.93
"Photonectes parvimanus",4.08
"Photonectes paxtoni",3.14
"Photonectes phyllopogon",3.72
"Photonectes waitti",3.6
"Photopectoralis aureus",3.01
"Photopectoralis bindus",2.93
"Photopectoralis hataii",3.01
"Photopectoralis panayensis",3.01
"Photostomias atrox",3.97
"Photostomias goodyeari",4.03
"Photostomias guernei",3.49
"Photostomias liemi",3.94
"Photostomias lucingens",3.82
"Photostomias tantillux",3.79
"Photostylus pycnopterus",3.33
"Phoxacromion kaneharai",3.06
"Phoxinellus alepidotus",2.98
"Phoxinellus dalmaticus",2.99
"Phoxinellus pseudalepidotus",2.98
"Phoxinus apollonicus",2.99
"Phoxinus bigerri",2.99
"Phoxinus brachyurus",2.99
"Phoxinus colchicus",2.98
"Phoxinus eos",3.33333333333333
"Phoxinus grumi",2.99
"Phoxinus issykkulensis",2.99
"Phoxinus jouyi",2.99
"Phoxinus karsticus",2.99
"Phoxinus ketmaieri",2.99
"Phoxinus keumkang",2.98
"Phoxinus kumgangensis",2.99
"Phoxinus likai",2.99
"Phoxinus oxyrhynchus",2.99
"Phoxinus phoxinus",2.68662699463224
"Phoxinus semotilus",2.98
"Phoxinus septimaniae",2.99
"Phoxinus steindachneri",2.99
"Phoxinus strandjae",2.99
"Phoxinus strymonicus",2.99
"Phoxinus tchangi",2.99
"Phoxinus ujmonensis",2.98
"Phoxinys neogaeus",3.33333333333333
"Phoxocampus belcheri",3.24
"Phoxocampus diacanthus",3.27
"Phoxocampus tetrophthalmus",3.22
"Phoxocephalus holbolli",2
"Phoxocephalus regium",3
"Phoxophrys nigrilabris",3
"Phractocephalus hemioliopterus",4.15
"Phractolaemus ansorgii",2.26
"Phractura ansorgii",3.06
"Phractura bovei",3.07
"Phractura brevicauda",3.06
"Phractura clauseni",3.06
"Phractura fasciata",3.07
"Phractura gladysae",3.08
"Phractura intermedia",3.06
"Phractura lindica",3.06
"Phractura longicauda",3.07
"Phractura macrura",3.07
"Phractura scaphyrhynchura",3.08
"Phractura stiassny",3.08
"Phractura tenuicauda",3.06
"Phragmacia substriata",2.8
"Phreatichthys andruzzii",2.87
"Phreatobius cisternarum",3.3
"Phreatobius dracunculus",3.21
"Phreatobius sanguijuela",3.23
"Phrynella pulchra",3
"Phrynobatrachus asper",3
"Phrynobatrachus francisci",3
"Phrynobatrachus graueri",3
"Phrynobatrachus krefftii",3
"Phrynobatrachus latifrons",3
"Phrynocephalus arabicus",3
"Phrynocephalus axillaris",3
"Phrynocephalus clarkorum",3
"Phrynocephalus euptilopus",3
"Phrynocephalus forsythii",3
"Phrynocephalus frontalis",3
"Phrynocephalus golubewii",3
"Phrynocephalus guttatus",2.7
"Phrynocephalus helioscopus",3
"Phrynocephalus interscapularis",3
"Phrynocephalus luteoguttatus",3
"Phrynocephalus maculatus",2.7
"Phrynocephalus mystaceus",3
"Phrynocephalus ornatus",3
"Phrynocephalus persicus",3
"Phrynocephalus przewalskii",3
"Phrynocephalus putjatai",3
"Phrynocephalus raddei",3
"Phrynocephalus reticulatus",3
"Phrynocephalus rossikowi",3
"Phrynocephalus scutellatus",3
"Phrynocephalus strauchi",3
"Phrynocephalus theobaldi",3
"Phrynocephalus versicolor",2.7
"Phrynocephalus vlangalii",3
"Phrynoidis aspera",3
"Phrynoidis juxtaspera",3
"Phrynomantis affinis",3
"Phrynomantis annectens",3
"Phrynomantis bifasciatus",3
"Phrynomantis microps",3
"Phrynomantis somalicus",3
"Phrynorhombus norvegicus",3.57333333333333
"Phrynosoma asio",3
"Phrynosoma blainvillii",3
"Phrynosoma braconnieri",3
"Phrynosoma cornutum",3
"Phrynosoma coronatum",3
"Phrynosoma ditmarsi",3
"Phrynosoma douglasii",3
"Phrynosoma goodei",3
"Phrynosoma hernandesi",3
"Phrynosoma mcallii",3
"Phrynosoma modestum",3
"Phrynosoma orbiculare",3
"Phrynosoma platyrhinos",3
"Phrynosoma sherbrookei",3
"Phrynosoma solare",3
"Phrynosoma taurus",3
"Phthanophaneron harveyi",3.33
"Phtheirichthys lineatus",3.57
"Phthiracarus affinis",2.66666666666667
"Phthiracarus anonymus",2.66666666666667
"Phthiracarus borosetosus",2.66666666666667
"Phthiracarus cf crenophilus",2.66666666666667
"Phthiracarus clavatus",2.66666666666667
"Phthiracarus compressus",2.66666666666667
"Phthiracarus crinitus",2.66666666666667
"Phthiracarus ferrugineus",2.66666666666667
"Phthiracarus globosus",2.66666666666667
"Phthiracarus italicus",3
"Phthiracarus laevigatus",2.66666666666667
"Phthiracarus lentulus",2.66666666666667
"Phthiracarus longulus",2.66666666666667
"Phthiracarus stramineus",2.66666666666667
"Phtisica marina",2.275
"Phucocoetes latitans",3.28
"Phycis blennoides",3.66
"Phycis chesteri",3.17
"Phycis phycis",4.25
"Phycocharax rasbora",3.08
"Phycodurus eques",3.33
"Phylidonyris albifrons",2.3
"Phylidonyris melanops",2.4
"Phylidonyris niger",2.3
"Phylidonyris notabilis",2.4
"Phylidonyris novaehollandiae",2.3
"Phylidonyris pyrrhopterus",2.3
"Phylidonyris undulatus",2.4
"Phyllastrephus albigularis",2.8
"Phyllastrephus baumanni",3
"Phyllastrephus cabanisi",3
"Phyllastrephus cerviniventris",2.8
"Phyllastrephus debilis",3
"Phyllastrephus flavostriatus",2.8
"Phyllastrephus fulviventris",3
"Phyllastrephus icterinus",2.6
"Phyllastrephus leucolepis",2.9
"Phyllastrephus poliocephalus",3
"Phyllastrephus strepitans",2.5
"Phyllastrephus terrestris",2.8
"Phyllastrephus xavieri",3
"Phyllichthys punctatus",3.52
"Phyllichthys sclerolepis",3.52
"Phyllichthys sejunctus",3.52
"Phyllidiopsis monacha",3
"Phyllidiopsis sinaiensis",3
"Phyllobates aurotaenia",3
"Phyllobates bicolor",3
"Phyllobates lugubris",3
"Phyllobates terribilis",3
"Phyllobates vittatus",3
"Phyllobius callacartus",2
"Phyllobius oblongus",2
"Phyllobius pyri",2
"Phyllobius sp.",2
"Phyllochaetopterus socialis",2
"Phyllocomus crocea",2
"Phyllodactylus angustidigitus",3
"Phyllodactylus barringtonensis",3
"Phyllodactylus baurii",3
"Phyllodactylus bugastrolepis",3
"Phyllodactylus clinatus",3
"Phyllodactylus delsolari",3
"Phyllodactylus galapagensis",3
"Phyllodactylus gerrhopygus",3
"Phyllodactylus gilberti",3
"Phyllodactylus homolepidurus",3
"Phyllodactylus insularis",3
"Phyllodactylus kofordi",3
"Phyllodactylus lanei",3
"Phyllodactylus martini",3
"Phyllodactylus microphyllus",3
"Phyllodactylus nocticolus",3
"Phyllodactylus pachamama",3
"Phyllodactylus pulcher",3
"Phyllodactylus reissii",3
"Phyllodactylus sentosus",3
"Phyllodactylus thompsoni",3
"Phyllodactylus transversalis",3
"Phyllodactylus tuberculosus",3
"Phyllodactylus unctus",3
"Phyllodactylus ventralis",3
"Phyllodactylus xanti",3
"Phylloderma stenops",2.1
"Phyllodesmium magnum",4.368
"Phyllodesmium poindimiei",4.368
"Phyllodoce",2.5
"Phyllodoce fragilis",2
"Phyllodytes luteolus",3
"Phyllogobius platycephalops",3.24
"Phyllolais pulchella",3
"Phyllomedusa azurea",3
"Phyllomedusa nordestina",3
"Phyllomedusa palliata",3
"Phyllomedusa tarsius",3
"Phyllomedusa tomopterna",3
"Phyllomedusa vaillantii",3
"Phyllomyias burmeisteri",2.5
"Phyllomyias fasciatus",2.8
"Phyllomyias reiseri",2.7
"Phyllomyias sclateri",2.7
"Phyllomyias virescens",2.7
"Phyllomyias weedeni",3
"Phyllomyias zeledoni",2.5
"Phyllomys blainvillii",2
"Phyllomys brasiliensis",2
"Phyllomys dasythrix",2
"Phyllomys kerri",2
"Phyllomys lamarum",2
"Phyllomys lundi",2
"Phyllomys mantiqueirensis",2
"Phyllomys medius",2
"Phyllomys nigrispinus",2
"Phyllomys pattoni",2
"Phyllomys thomasi",2
"Phyllomys unicolor",2
"Phyllonemus brichardi",3.27
"Phyllonemus filinemus",3.25
"Phyllonemus typus",4.04
"Phyllonycteris aphylla",2.3
"Phyllonycteris major",2.3
"Phyllonycteris poeyi",2.3
"Phyllopezus maranjonensis",3
"Phyllopezus periosus",2.7
"Phyllopezus pollicaris",3
"Phyllophichthus xenodontus",3.72
"Phyllophryne scortea",3.76
"Phyllops falcatus",2
"Phyllopteryx dewysea",3.41
"Phyllopteryx taeniolatus",3.5
"Phyllorhinichthys balushkini",3.93
"Phyllorhinichthys micractis",3.85
"Phyllorhiza punctata",3
"Phylloscartes beckeri",3
"Phylloscartes ceciliae",3
"Phylloscartes chapmani",3
"Phylloscartes difficilis",3
"Phylloscartes eximius",3
"Phylloscartes flavovirens",3
"Phylloscartes kronei",3
"Phylloscartes lanyoni",3
"Phylloscartes nigrifrons",2.9
"Phylloscartes ophthalmicus",3
"Phylloscartes orbitalis",3
"Phylloscartes parkeri",3
"Phylloscartes poecilotis",3
"Phylloscartes superciliaris",2.9
"Phylloscartes sylviolus",3
"Phylloscartes venezuelanus",3
"Phylloscartes ventralis",3
"Phylloscartes virescens",3
"Phylloscopus amoenus",3
"Phylloscopus armandii",3
"Phylloscopus cantator",3
"Phylloscopus cebuensis",3
"Phylloscopus coronatus",3
"Phylloscopus goodsoni",3
"Phylloscopus griseolus",3
"Phylloscopus humei",3
"Phylloscopus ijimae",2.6
"Phylloscopus inornatus",2.9
"Phylloscopus laetus",3
"Phylloscopus laurae",2.9
"Phylloscopus makirensis",3
"Phylloscopus occipitalis",3
"Phylloscopus olivaceus",3
"Phylloscopus orientalis",3
"Phylloscopus poliocephalus",3
"Phylloscopus presbytes",3
"Phylloscopus reguloides",3
"Phylloscopus ricketti",3
"Phylloscopus sarasinorum",3
"Phylloscopus schwarzi",3
"Phylloscopus subaffinis",3
"Phylloscopus trivirgatus",3
"Phylloscopus xanthoschistos",2.9
"Phyllostomus discolor",2.3
"Phyllostomus elongatus",2.85
"Phyllostomus hastatus",3.15
"Phyllostomus latifolius",2.85
"Phyllotis amicus",2
"Phyllotis andium",2
"Phyllotis bonariensis",2
"Phyllotis caprinus",2
"Phyllotis darwini",2
"Phyllotis definitus",2
"Phyllotis haggardi",2
"Phyllotis limatus",2
"Phyllotis magister",2
"Phyllotis osgoodi",2
"Phyllotis osilae",2
"Phyllotis wolffsohni",2
"Phyllotis xanthopygus",2
"Phyllurus amnicola",3
"Phyllurus caudiannulatus",3
"Phyllurus championae",3
"Phyllurus gulbaru",3
"Phyllurus isis",3
"Phyllurus kabikabi",3
"Phyllurus nepthys",3
"Phyllurus ossa",3
"Phyllurus platurus",3
"Phylo kubbarensis",2
"Phylo kupfferi",2
"Phylo kuwaitica",2
"Phymactis clematis",2.70833333333333
"Phymaturus aguanegra",2
"Phymaturus aguedae",2
"Phymaturus alicahuense",2
"Phymaturus antofagastensis",2
"Phymaturus bibronii",2
"Phymaturus calcogaster",2
"Phymaturus camilae",2
"Phymaturus castillensis",2
"Phymaturus ceii",2
"Phymaturus curivilcun",2
"Phymaturus darwini",2
"Phymaturus delheyi",2.7
"Phymaturus dorsimaculatus",2
"Phymaturus excelsus",2
"Phymaturus extrilidus",2
"Phymaturus indistinctus",2.7
"Phymaturus mallimaccii",2
"Phymaturus manuelae",2
"Phymaturus maulense",2
"Phymaturus nevadoi",2
"Phymaturus palluma",2
"Phymaturus patagonicus",2
"Phymaturus payuniae",2
"Phymaturus punae",2
"Phymaturus roigorum",2
"Phymaturus sinervoi",2
"Phymaturus sitesi",2
"Phymaturus somuncurensis",2
"Phymaturus spectabilis",2
"Phymaturus spurcus",2
"Phymaturus tenebrosus",2
"Phymaturus verdugo",2
"Phymaturus videlai",2
"Phymaturus vociferator",2
"Phymaturus williamsi",2
"Phymaturus yachanana",2.7
"Phymaturus zapalensis",2.7
"Phymodius monticulosus",2
"Phymodius ungulatus",2
"Physa sp.",2.25
"Physalaemus centralis",3
"Physalaemus cicada",3
"Physalaemus cuvieri",3
"Physalaemus kroyeri",3
"Physalaemus santafecinus",3
"Physalia physalis",3.58333333333333
"Physeter catodon",3
"Physeter macrocephalus",4.175
"Physiculus andriashevi",3.39
"Physiculus argyropastus",3.39
"Physiculus beckeri",3.39
"Physiculus bertelseni",3.39
"Physiculus capensis",3.03
"Physiculus chigodarana",3.37
"Physiculus coheni",3.39
"Physiculus cyanostrophus",3.39
"Physiculus cynodon",3.39
"Physiculus dalwigki",3.42
"Physiculus fedorovi",3.39
"Physiculus fulvus",3.29
"Physiculus grinnelli",3.44
"Physiculus helenaensis",3.42
"Physiculus hexacytus",3.38
"Physiculus huloti",3.37
"Physiculus japonicus",4.2
"Physiculus karrerae",3.44
"Physiculus kaupi",3.41
"Physiculus longicavis",3.4
"Physiculus longifilis",3.24
"Physiculus luminosa",3.42
"Physiculus marisrubri",3.29
"Physiculus maslowskii",3.36
"Physiculus microbarbata",3.39
"Physiculus natalensis",3.39
"Physiculus nematopus",3.4
"Physiculus nielseni",3.39
"Physiculus nigrescens",3.36
"Physiculus nigripinnis",3.45
"Physiculus normani",3.39
"Physiculus parini",3.3
"Physiculus peregrinus",3.4
"Physiculus rastrelliger",3.39
"Physiculus rhodopinnis",3.4
"Physiculus roseus",3.39
"Physiculus sazonovi",3.29
"Physiculus sterops",3.39
"Physiculus sudanensis",3.39
"Physiculus talarae",3.39
"Physiculus therosideros",3.36
"Physiculus yoshidae",3.39
"Physignathus cocincinus",3
"Physopyxis ananas",2.97
"Physopyxis cristata",2.97
"Physopyxis lyra",2.93
"Physoschistura absumbra",2.85
"Physoschistura brunneana",2.84
"Physoschistura chindwinensis",2.84
"Physoschistura dikrongensis",2.82
"Physoschistura elongata",2.86
"Physoschistura pseudobrunneana",2.83
"Physoschistura raoi",2.88
"Physoschistura rivulicola",2.82
"Physoschistura shanensis",2.82
"Physoschistura tigrinum",2.76
"Physoschistura tuivaiensis",2.84
"Physoschistura yunnaniloides",2.83
"Phytichthys chirus",2.61
"Phytoseinae sp. (juv)",3.75
"Piabarchus analis",2.99
"Piabarchus torrenticola",2.99
"Piabina anhembi",2.99
"Piabina argentea",2.99
"Piabucina astrigata",3.67
"Piabucina aureoguttata",3.61
"Piabucina boruca",3.58
"Piabucina elongata",3.64
"Piabucina erythrinoides",3.68
"Piabucina festae",3.62
"Piabucina panamensis",3.64
"Piabucina pleurotaenia",3.61
"Piabucina unitaeniata",3.64
"Piabucus caudomaculatus",3.3
"Piabucus dentatus",3.5
"Piabucus melanostoma",3.33
"Piaractus brachypomus",2.52
"Piaractus mesopotamicus",2
"Piaya cayana",3
"Piaya melanogaster",3
"Pica hudsonia",2.6
"Picathartes gymnocephalus",3.2
"Picathartes oreas",3.2
"Picoides arizonae",2.8
"Picoides borealis",2.7
"Picoides pubescens",2.8
"Picoides scalaris",2.8
"Picoides stricklandi",2.8
"Pictichromis aurifrons",3.61
"Pictichromis caitlinae",3.43
"Pictichromis coralensis",3.51
"Pictichromis diadema",3.5
"Pictichromis dinar",3.42
"Pictichromis ephippiata",3.4
"Pictichromis paccagnellae",3.5
"Pictichromis porphyrea",3.5
"Pictilabrus brauni",3.31
"Pictilabrus laticlavius",3.54
"Pictilabrus viridis",3.44
"Picumnus albosquamatus",3
"Picumnus castelnau",3
"Picumnus cinnamomeus",3
"Picumnus cirratus",3
"Picumnus dorbignyanus",3
"Picumnus exilis",3
"Picumnus fulvescens",3
"Picumnus fuscus",3
"Picumnus granadensis",3
"Picumnus limae",3
"Picumnus minutissimus",3
"Picumnus nebulosus",3
"Picumnus olivaceus",3
"Picumnus pygmaeus",3
"Picumnus rufiventris",3
"Picumnus sclateri",3
"Picumnus spilogaster",3
"Picumnus squamulatus",3
"Picumnus steindachneri",3
"Picumnus subtilis",3
"Picumnus temminckii",3
"Picumnus varzeae",3
"Picus awokera",2.7
"Picus canus",2.7
"Picus chlorolophus",2.8
"Picus erythropygius",3
"Picus flavinucha",2.8
"Picus mentalis",2.9
"Picus mineaceus",3
"Picus puniceus",3
"Picus rabieri",3
"Picus squamatus",2.8
"Picus viridanus",3
"Picus viridis",2.9
"Picus vittatus",3
"Picus xanthopygaeus",2.8
"Pied-billed Grebe",3.26666666666667
"Pied Avocet",3.11428571428571
"Pied Cormorant",3.42857142857143
"Piedrabuenia ringueleti",3.4
"Piezorhina cinerea",2.4
"Pilherodius pileatus",3.7
"Piliocolobus badius",2
"Piliocolobus foai",2
"Piliocolobus gordonorum",2
"Piliocolobus kirkii",2
"Piliocolobus pennantii",2
"Piliocolobus preussi",2
"Piliocolobus rufomitratus",2
"Piliocolobus tephrosceles",2
"Piliocolobus tholloni",2
"Pillaia indica",3.2
"Pillaia kachinica",3.19
"Pilodius pugil",2
"Pilodius scabriculus",2
"Pilogalumna crassiclava",3.42857142857143
"Pilogalumna tenuiclava",3.42857142857143
"Pilumnus vespertilio",2.29
"Pimelabditus moli",3.71
"Pimelodella altipinnis",3.37
"Pimelodella australis",3.5
"Pimelodella avanhandavae",3.58
"Pimelodella boliviana",3.46
"Pimelodella boschmai",3.49
"Pimelodella brasiliensis",3.59
"Pimelodella breviceps",3.83
"Pimelodella buckleyi",3.56
"Pimelodella chagresi",3.55
"Pimelodella chaparae",3.31
"Pimelodella conquetaensis",3.52
"Pimelodella cristata",3.62
"Pimelodella cruxenti",3.52
"Pimelodella cyanostigma",3.52
"Pimelodella dorseyi",3.49
"Pimelodella eigenmanni",3.67
"Pimelodella eigenmanniorum",3.52
"Pimelodella elongata",3.57
"Pimelodella enochi",3.29
"Pimelodella eutaenia",3.53
"Pimelodella figueroai",3.46
"Pimelodella geryi",3.63
"Pimelodella gracilis",3.24
"Pimelodella griffini",3.4
"Pimelodella grisea",3.52
"Pimelodella harttii",3.6
"Pimelodella hartwelli",3.49
"Pimelodella hasemani",3.54
"Pimelodella howesi",3.42
"Pimelodella ignobilis",3.49
"Pimelodella itapicuruensis",3.5
"Pimelodella kronei",3.68
"Pimelodella lateristriga",3.6
"Pimelodella laticeps",3.53
"Pimelodella laurenti",3.39
"Pimelodella leptosoma",3.37
"Pimelodella linami",3.41
"Pimelodella longipinnis",3.45
"Pimelodella macrocephala",3.12
"Pimelodella macturki",3.51
"Pimelodella martinezi",3.38
"Pimelodella meeki",3.53
"Pimelodella megalops",3.49
"Pimelodella megalura",3.65
"Pimelodella metae",3.43
"Pimelodella modestus",3.48
"Pimelodella montana",3.47
"Pimelodella mucosa",3.57
"Pimelodella nigrofasciata",3.52
"Pimelodella notomelas",3.3
"Pimelodella odynea",3.49
"Pimelodella ophthalmica",3.53
"Pimelodella pallida",3.47
"Pimelodella papariae",3.51
"Pimelodella pappenheimi",3.54
"Pimelodella parnahybae",3.42
"Pimelodella parva",3.09
"Pimelodella pectinifer",3.6
"Pimelodella peruana",3.26
"Pimelodella peruensis",3.26
"Pimelodella procera",3.53
"Pimelodella rendahli",3.45
"Pimelodella reyesi",3.48
"Pimelodella robinsoni",3.43
"Pimelodella roccae",3.59
"Pimelodella rudolphi",3.5
"Pimelodella serrata",3.46
"Pimelodella spelaea",3.43
"Pimelodella steindachneri",3.69
"Pimelodella taeniophora",3.39
"Pimelodella taenioptera",3.54
"Pimelodella tapatapae",3.55
"Pimelodella transitoria",3.56
"Pimelodella vittata",3.48
"Pimelodella wesselii",3.62
"Pimelodella witmeri",3.57
"Pimelodella wolfi",3.47
"Pimelodella yuncensis",3.24
"Pimelodina flavipinnis",3.2
"Pimelodus absconditus",3.48
"Pimelodus albicans",3.36
"Pimelodus albofasciatus",3.27
"Pimelodus altissimus",3.29
"Pimelodus argenteus",3.3
"Pimelodus atrobrunneus",3.28
"Pimelodus blochii",3.11
"Pimelodus brevis",3.31
"Pimelodus britskii",3.34
"Pimelodus coprophagus",3.3
"Pimelodus fur",3.31
"Pimelodus garciabarrigai",3.29
"Pimelodus grosskopfii",3.32
"Pimelodus halisodous",3.21
"Pimelodus jivaro",3.29
"Pimelodus joannis",3.17
"Pimelodus luciae",3.18
"Pimelodus maculatus",2.87
"Pimelodus microstoma",3.33
"Pimelodus multicratifer",3.27
"Pimelodus mysteriosus",3.24
"Pimelodus navarroi",3.52
"Pimelodus ornatus",3.34
"Pimelodus ortmanni",3.31
"Pimelodus pantaneiro",3.3
"Pimelodus paranaensis",3.29
"Pimelodus pictus",3.19
"Pimelodus pintado",3.31
"Pimelodus platicirris",3.25
"Pimelodus pohli",3.24
"Pimelodus punctatus",3.29
"Pimelodus stewarti",3.15
"Pimelodus tetramerus",3.26
"Pimephales notatus",2.22
"Pimephales promelas",2.77690476190476
"Pimephales tenellus",2.65
"Pimephales vigilax",2.57
"Pinarocorys erythropygia",3
"Pinarocorys nigricans",2.9
"Pinctada fucata",2.77
"Pinctada margaritifera",2
"Pinctada maxima",2
"Pingalla gilberti",2
"Pingalla lorentzi",2
"Pingalla midgleyi",2
"Pinguipes brasilianus",3.46
"Pinguipes chilensis",3.53
"Pinicola enucleator",2.2
"Pinicola subhimachala",2
"Pinirampus pirinampu",4.5
"Pinjalo lewisi",3.34
"Pinjalo pinjalo",3.45
"Pinnidae",3
"Pinniwallago kanpurensis",3.97
"Pinoyscincus coxi",3
"Pinoyscincus jagori",3
"Pionites leucogaster",2
"Pionites melanocephalus",2
"Pionopsitta pileata",2
"Pionus chalcopterus",2
"Pionus fuscus",2
"Pionus maximiliani",2
"Pionus menstruus",2
"Pionus senilis",2
"Pionus sordidus",2
"Pionus tumultuosus",2
"Pipa arrabali",3.5
"Pipa carvalhoi",3
"Pipa pipa",3.25
"Pipa snethlageae",3
"Pipanacoctomys aureus",2
"Pipefish",3.04761904761905
"Pipistrellus abramus",3
"Pipistrellus adamsi",3
"Pipistrellus aero",3
"Pipistrellus angulatus",3
"Pipistrellus ceylonicus",3
"Pipistrellus collinus",3
"Pipistrellus coromandra",3
"Pipistrellus deserti",3
"Pipistrellus endoi",3
"Pipistrellus hesperidus",3
"Pipistrellus hesperus",3
"Pipistrellus inexspectatus",3
"Pipistrellus javanicus",3
"Pipistrellus kuhlii",3
"Pipistrellus maderensis",3
"Pipistrellus minahassae",3
"Pipistrellus nanulus",3
"Pipistrellus nathusii",3
"Pipistrellus papuanus",3
"Pipistrellus paterculus",3
"Pipistrellus permixtus",3
"Pipistrellus pipistrellus",3
"Pipistrellus pygmaeus",3
"Pipistrellus rueppellii",3
"Pipistrellus rusticus",3
"Pipistrellus stenopterus",3
"Pipistrellus sturdeei",3
"Pipistrellus subflavus",3
"Pipistrellus tenuis",3
"Pipistrellus wattsi",3
"Pipistrellus westralis",3
"Pipraeidea melanonota",2.3
"Piprites chloris",2.9
"Piprites griseiceps",2.5
"Piprites pileata",3
"Piranga bidentata",2.4
"Piranga erythrocephala",2.5
"Piranga flava",2.8
"Piranga leucoptera",2.5
"Piranga ludoviciana",2.8
"Piranga olivacea",2.8
"Piranga roseogularis",2.7
"Piranga rubra",2.9
"Piranga rubriceps",2.6
"Pirara",2.00909090909091
"Pirata",3.05369369369369
"Pirata latitans",2.5
"Pirata piraticus",2.37041396103896
"Pirata piscatorius",2.57894736842105
"Pirata sp",2.6995670995671
"Pirata tenuitarsis",2.54747335997336
"Pirenella conica",2
"Pirimela denticulata",2.00555555555556
"Pisa tetraodon",2
"Pisaster brevispinus",3.77
"Pisaster giganteus",3.37
"Pisaster ochraceus",3.38
"Pisaura mirabilis",2.36788509924518
"Pisidium",2
