species,genus,id,tax_query_name,tax_query_id,family,order,class,phylum
Aberrapex arrhynchum,Aberrapex,ott3668927,Aberrapex senticosus,3668923,Aberrapecidae,Lecanicephalidea,Cestoda,Platyhelminthes
Aberrapex manjajiae,Aberrapex,ott3668995,Aberrapex senticosus,3668923,Aberrapecidae,Lecanicephalidea,Cestoda,Platyhelminthes
Aberrapex senticosus,Aberrapex,ott3668923,Aberrapex senticosus,3668923,Aberrapecidae,Lecanicephalidea,Cestoda,Platyhelminthes
Aberrapex sp.,Aberrapex,ott5974057,Aberrapex senticosus,3668923,Aberrapecidae,Lecanicephalidea,Cestoda,Platyhelminthes
Aberrapex weipaensis,Aberrapex,ott5693983,Aberrapex senticosus,3668923,Aberrapecidae,Lecanicephalidea,Cestoda,Platyhelminthes
Abothrium acipenserinum,Abothrium,ott5135128,Abothrium gadi,350268,Triaenophoridae,Bothriocephalidea,Cestoda,Platyhelminthes
Abothrium gadi,Abothrium,ott350268,Abothrium gadi,350268,Triaenophoridae,Bothriocephalidea,Cestoda,Platyhelminthes
Abuladzugnia gutterae,Abuladzugnia,ott5136133,Abuladzugnia gutterae,5136133,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Acanthobothrium adlardi,Acanthobothrium,ott5134625,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium aetiobatidis,Acanthobothrium,ott5134734,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium aetiobatis,Acanthobothrium,ott5134697,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium amazonensis,Acanthobothrium,ott5134718,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium americanum,Acanthobothrium,ott5134652,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium angelae,Acanthobothrium,ott5134744,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium annapinkiensis,Acanthobothrium,ott5134706,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium arlenae,Acanthobothrium,ott5134679,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium asnihae,Acanthobothrium,ott5134604,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium asrinae,Acanthobothrium,ott5693811,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium atahualpai,Acanthobothrium,ott5134634,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium aurangabadensis,Acanthobothrium,ott5134613,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium australe,Acanthobothrium,ott5134779,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium australis,Acanthobothrium,ott5134610,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium bajaensis,Acanthobothrium,ott5134686,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium bartonae,Acanthobothrium,ott5134666,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium barusi,Acanthobothrium,ott5693813,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium batailloni,Acanthobothrium,ott5134690,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium benedeni,Acanthobothrium,ott5134663,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium bengalense,Acanthobothrium,ott5134757,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium beveridgei,Acanthobothrium,ott5134720,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium bifurcatum,Acanthobothrium,ott5134655,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium blairi,Acanthobothrium,ott5134664,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium bobconniorum,Acanthobothrium,ott5693806,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium brachyacanthum,Acanthobothrium,ott5134674,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium brayi,Acanthobothrium,ott5134633,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium brevissime,Acanthobothrium,ott278655,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium bullardi,Acanthobothrium,ott5134732,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium cairae,Acanthobothrium,ott5693819,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium campbelli,Acanthobothrium,ott5134597,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium cannoni,Acanthobothrium,ott5134622,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium cartagenensis,Acanthobothrium,ott5134616,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium cestracii,Acanthobothrium,ott5134766,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium cestraciontis,Acanthobothrium,ott5134770,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium cf.,Acanthobothrium,ott575175,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium chengai,Acanthobothrium,ott5134607,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium chengi,Acanthobothrium,ott5134773,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium chilensis,Acanthobothrium,ott5134641,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium chiloscylli,Acanthobothrium,ott5134644,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium chisholmae,Acanthobothrium,ott5134713,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium cimari,Acanthobothrium,ott5134692,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium clarkeae,Acanthobothrium,ott5134685,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium cleofanus,Acanthobothrium,ott5134754,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium colombianum,Acanthobothrium,ott5134755,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium confusum,Acanthobothrium,ott5134724,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium coquimbensis,Acanthobothrium,ott5134657,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium coronatum,Acanthobothrium,ott5134606,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium costarricense,Acanthobothrium,ott5134668,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium crassicolle,Acanthobothrium,ott5134747,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium crassicollis,Acanthobothrium,ott6366686,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium cribbi,Acanthobothrium,ott5134649,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium dasi,Acanthobothrium,ott5134730,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium dasybati,Acanthobothrium,ott5134596,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium dighaensis,Acanthobothrium,ott5134618,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium dollyae,Acanthobothrium,ott5134763,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium dujardinii,Acanthobothrium,ott5134648,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium dysbiotos,Acanthobothrium,ott5134761,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium edmondsi,Acanthobothrium,ott5134684,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium edwardsi,Acanthobothrium,ott5134661,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium electricolum,Acanthobothrium,ott5134640,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium etini,Acanthobothrium,ott5134620,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium filicolle,Acanthobothrium,ott5706082,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium filicollis,Acanthobothrium,ott5134716,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium floridensis,Acanthobothrium,ott5134602,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium fogeli,Acanthobothrium,ott5134639,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium foulki,Acanthobothrium,ott5134646,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium franus,Acanthobothrium,ott5134693,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium fylerae,Acanthobothrium,ott5693814,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium gasseri,Acanthobothrium,ott5134642,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium gibsoni,Acanthobothrium,ott5134631,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium giganticum,Acanthobothrium,ott5134601,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium gloveri,Acanthobothrium,ott5134683,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium gnomus,Acanthobothrium,ott5134626,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium goldsteini,Acanthobothrium,ott5134603,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium gracile,Acanthobothrium,ott5134658,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium grandiceps,Acanthobothrium,ott5134675,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium guptai,Acanthobothrium,ott5134748,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium hanumantharaoi,Acanthobothrium,ott5134671,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium herdmani,Acanthobothrium,ott5134728,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium heterodonti,Acanthobothrium,ott5134780,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium himanturi,Acanthobothrium,ott5134762,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium hispidum,Acanthobothrium,ott5134712,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium holorhini,Acanthobothrium,ott5134709,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium hypermekkolpos,Acanthobothrium,ott524836,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium icelandicum,Acanthobothrium,ott5134612,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium ijimai,Acanthobothrium,ott5134636,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium inbiorium,Acanthobothrium,ott5134695,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium incognita,Acanthobothrium,ott5134758,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium indiana,Acanthobothrium,ott5134750,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium indicum,Acanthobothrium,ott5134722,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium intermedium,Acanthobothrium,ott5134701,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium jalalii,Acanthobothrium,ott5693803,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium jamesi,Acanthobothrium,ott5693804,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium janineae,Acanthobothrium,ott5693820,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium jeanneae,Acanthobothrium,ott524842,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium jonesi,Acanthobothrium,ott5134630,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium karachiense,Acanthobothrium,ott5134736,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium larsoni,Acanthobothrium,ott5134743,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium lasti,Acanthobothrium,ott5134682,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium latum,Acanthobothrium,ott5134598,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium laurenbrownae,Acanthobothrium,ott5134746,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium lentiginosum,Acanthobothrium,ott5693808,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium lepidum,Acanthobothrium,ott5134650,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium leuckaertii,Acanthobothrium,ott5134615,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium lilium,Acanthobothrium,ott5134619,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium lineatum,Acanthobothrium,ott5134771,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium lintoni,Acanthobothrium,ott5134688,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium longipedunculata,Acanthobothrium,ott5134769,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium lusarmientoi,Acanthobothrium,ott5134599,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium macracanthum,Acanthobothrium,ott5134676,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium macrocephalum,Acanthobothrium,ott5134749,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium maculatum,Acanthobothrium,ott5134694,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium magnum,Acanthobothrium,ott5134710,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium majumdari,Acanthobothrium,ott5693807,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium manteri,Acanthobothrium,ott5134605,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium margieae,Acanthobothrium,ott522361,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium marplatensis,Acanthobothrium,ott5134673,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium martini,Acanthobothrium,ott5134645,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium maryanskii,Acanthobothrium,ott5134735,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium marymichaelorum,Acanthobothrium,ott5134667,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium masnihae,Acanthobothrium,ott447346,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium mathiasi,Acanthobothrium,ott5134614,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium mattaylori,Acanthobothrium,ott110802,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium matttaylori,Acanthobothrium,ott5693816,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium micracantha,Acanthobothrium,ott5134705,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium microcephalum,Acanthobothrium,ott5134704,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium minus,Acanthobothrium,ott5134768,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium minusculus,Acanthobothrium,ott5134609,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium monksi,Acanthobothrium,ott5134638,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium mooreae,Acanthobothrium,ott5134681,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium mujibi,Acanthobothrium,ott5134689,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium musculosum,Acanthobothrium,ott5134647,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium myliomaculata,Acanthobothrium,ott5134600,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium nanogravidum,Acanthobothrium,ott5693809,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium nicoyaense,Acanthobothrium,ott5134751,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium obuncus,Acanthobothrium,ott5134659,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium ocallaghani,Acanthobothrium,ott5134643,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium oceanharvestae,Acanthobothrium,ott447351,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium odonoghuei,Acanthobothrium,ott5134677,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium olseni,Acanthobothrium,ott5134733,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium palligerum,Acanthobothrium,ott5134702,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium paramanandai,Acanthobothrium,ott5693805,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium parviuncinatum,Acanthobothrium,ott934705,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium parvum,Acanthobothrium,ott5134765,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium paulum,Acanthobothrium,ott5134784,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium pearsoni,Acanthobothrium,ott5134778,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium peruviense,Acanthobothrium,ott5134632,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium pichelinae,Acanthobothrium,ott5134623,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium pintanensis,Acanthobothrium,ott5134662,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium polytesticularis,Acanthobothrium,ott5134703,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium ponticum,Acanthobothrium,ott5134627,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium popi,Acanthobothrium,ott447349,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium psammobati,Acanthobothrium,ott5134687,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium puertecitense,Acanthobothrium,ott5134691,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium puntarenasense,Acanthobothrium,ott5134756,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium quadripartitum,Acanthobothrium,ott5134738,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium quinonesi,Acanthobothrium,ott5134721,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium rajaebatis,Acanthobothrium,ott5134651,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium rajivi,Acanthobothrium,ott5134656,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium ramiroi,Acanthobothrium,ott5134715,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium regoi,Acanthobothrium,ott5134669,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium rhinobati,Acanthobothrium,ott5134731,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium rhynchobatidis,Acanthobothrium,ott5134781,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium robertsoni,Acanthobothrium,ott5134745,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium robustum,Acanthobothrium,ott5134760,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium rodmani,Acanthobothrium,ott447342,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium rohdei,Acanthobothrium,ott5134678,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Acanthobothrium romanowi,Acanthobothrium,ott447340,Acanthobothrium mattaylori,110802,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
