species,genus,id,tax_query_name,tax_query_id,family,order,class,phylum
Streptocara incognita,Streptocara,ott105450,Streptocara incognita,105450,Acuariidae,Spirurida,Chromadorea,Nematoda
Streptocara crassicauda,Streptocara,ott3588331,Streptocara incognita,105450,Acuariidae,Spirurida,Chromadorea,Nematoda
Streptocara formosensis,Streptocara,ott3588346,Streptocara incognita,105450,Acuariidae,Spirurida,Chromadorea,Nematoda
Streptocara dogieli,Streptocara,ott3588359,Streptocara incognita,105450,Acuariidae,Spirurida,Chromadorea,Nematoda
Streptocara recta,Streptocara,ott3588361,Streptocara incognita,105450,Acuariidae,Spirurida,Chromadorea,Nematoda
Streptocara pectinifera,Streptocara,ott3588362,Streptocara incognita,105450,Acuariidae,Spirurida,Chromadorea,Nematoda
Streptocara cirrohamata,Streptocara,ott3588377,Streptocara incognita,105450,Acuariidae,Spirurida,Chromadorea,Nematoda
Streptocara indica,Streptocara,ott4990607,Streptocara incognita,105450,Acuariidae,Spirurida,Chromadorea,Nematoda
Streptocara quadripartita,Streptocara,ott4990609,Streptocara incognita,105450,Acuariidae,Spirurida,Chromadorea,Nematoda
Streptocara californica,Streptocara,ott4990610,Streptocara incognita,105450,Acuariidae,Spirurida,Chromadorea,Nematoda
Streptocara formosus,Streptocara,ott4990611,Streptocara incognita,105450,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus laticeps,Synhimantus,ott122731,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus hamatus,Synhimantus,ott899696,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus sp.,Synhimantus,ott925739,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus robertdollfusi,Synhimantus,ott4167460,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus elliptica,Synhimantus,ott4167461,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus sirry,Synhimantus,ott4167462,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus falconis,Synhimantus,ott4167465,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx nasuta,Dispharynx,ott4167499,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx capitata,Dispharynx,ott4167500,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx spiralis,Dispharynx,ott4167501,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx laplantei,Dispharynx,ott4167502,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus pelecani,Synhimantus,ott4990586,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus rectus,Synhimantus,ott4990587,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus falco,Synhimantus,ott4990588,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus nipponensis,Synhimantus,ott4990589,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus longigutturatus,Synhimantus,ott4990590,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus canadensis,Synhimantus,ott4990591,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus lichenostomi,Synhimantus,ott4990592,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus bubulcusi,Synhimantus,ott4990593,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus oti,Synhimantus,ott4990594,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus petrowi,Synhimantus,ott4990595,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus coucalus,Synhimantus,ott4990596,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus magnipapillatus,Synhimantus,ott4990597,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus subrectus,Synhimantus,ott4990598,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus invaginata,Synhimantus,ott4990599,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus hyderabadensis,Synhimantus,ott4990600,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus kanpurensis,Synhimantus,ott4990601,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus podargi,Synhimantus,ott4990602,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus australiensis,Synhimantus,ott4990603,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus zosteropsi,Synhimantus,ott4990604,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus groffi,Synhimantus,ott4990605,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus hanumanthai,Synhimantus,ott4990606,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx rectovaginata,Dispharynx,ott5475959,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx karachii,Dispharynx,ott5475960,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx aduncus,Dispharynx,ott5475961,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx columbae,Dispharynx,ott5475962,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx mathevossianae,Dispharynx,ott5475963,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx noctuae,Dispharynx,ott5475964,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx aegyptica,Dispharynx,ott5475965,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx emberizae,Dispharynx,ott5475966,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx falconis,Dispharynx,ott5475967,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx resticula,Dispharynx,ott5475968,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx pavonis,Dispharynx,ott5475969,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx buccalis,Dispharynx,ott5475970,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx magnilabiata,Dispharynx,ott5475971,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx crassissima,Dispharynx,ott5475972,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Dispharynx affinis,Dispharynx,ott5475973,NA,NA,Acuariidae,Spirurida,Chromadorea,Nematoda
Synhimantus cf.,Synhimantus,ott5691517,Dispharynx nasuta,4167499,Acuariidae,Spirurida,Chromadorea,Nematoda
Okapinema japonica,Okapinema,ott388051,Okapinema japonica,388051,Acuariidae,Spirurida,Chromadorea,Nematoda
Echinuria borealis,Echinuria,ott1091903,Echinuria borealis,1091903,Acuariidae,Spirurida,Chromadorea,Nematoda
Echinuria uncinata,Echinuria,ott3588324,Echinuria borealis,1091903,Acuariidae,Spirurida,Chromadorea,Nematoda
Echinuria australis,Echinuria,ott3588325,Echinuria borealis,1091903,Acuariidae,Spirurida,Chromadorea,Nematoda
Echinuria heterobrachiata,Echinuria,ott3588327,Echinuria borealis,1091903,Acuariidae,Spirurida,Chromadorea,Nematoda
Echinuria pamirica,Echinuria,ott3588328,Echinuria borealis,1091903,Acuariidae,Spirurida,Chromadorea,Nematoda
Echinuria hypognatha,Echinuria,ott4990612,Echinuria borealis,1091903,Acuariidae,Spirurida,Chromadorea,Nematoda
Echinuria parva,Echinuria,ott4990613,Echinuria borealis,1091903,Acuariidae,Spirurida,Chromadorea,Nematoda
Echinuria phoenicopteri,Echinuria,ott4990614,Echinuria borealis,1091903,Acuariidae,Spirurida,Chromadorea,Nematoda
Echinuria minor,Echinuria,ott4990615,Echinuria borealis,1091903,Acuariidae,Spirurida,Chromadorea,Nematoda
Echinuria jugadornata,Echinuria,ott4990616,Echinuria borealis,1091903,Acuariidae,Spirurida,Chromadorea,Nematoda
Echinuria cincli,Echinuria,ott4990617,Echinuria borealis,1091903,Acuariidae,Spirurida,Chromadorea,Nematoda
Echinuria skrjabinnensis,Echinuria,ott6163802,Echinuria borealis,1091903,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava sealyi,Skrjabinoclava,ott3588329,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava decorata,Skrjabinoclava,ott3588334,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava kristjani,Skrjabinoclava,ott3588335,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava longifuniculata,Skrjabinoclava,ott3588336,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava soricis,Skrjabinoclava,ott3588337,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava skulasoni,Skrjabinoclava,ott3588338,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava albae,Skrjabinoclava,ott3588341,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava solonitzini,Skrjabinoclava,ott3588363,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava vogurensis,Skrjabinoclava,ott3588369,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava horrida,Skrjabinoclava,ott3588370,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava aculeata,Skrjabinoclava,ott3588372,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava snorrasoni,Skrjabinoclava,ott3588373,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava morrisoni,Skrjabinoclava,ott4990638,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava bakeri,Skrjabinoclava,ott4990639,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava tringae,Skrjabinoclava,ott4990640,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava andersoni,Skrjabinoclava,ott4990641,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava pusillae,Skrjabinoclava,ott4990642,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava hartwichi,Skrjabinoclava,ott4990643,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava wilsoniae,Skrjabinoclava,ott4990644,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava ardeai,Skrjabinoclava,ott4990645,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava deltensis,Skrjabinoclava,ott4990646,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava mackini,Skrjabinoclava,ott4990647,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava kritscheri,Skrjabinoclava,ott4990648,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava bartlettae,Skrjabinoclava,ott4990649,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava kinsellai,Skrjabinoclava,ott4990650,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava paradecorata,Skrjabinoclava,ott4990651,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava venusta,Skrjabinoclava,ott4990652,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava inornatae,Skrjabinoclava,ott4990653,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava tupacincai,Skrjabinoclava,ott4990654,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava brevispicula,Skrjabinoclava,ott4990655,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava semipalmatae,Skrjabinoclava,ott4990656,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinoclava myersi,Skrjabinoclava,ott4990657,Skrjabinoclava sealyi,3588329,Acuariidae,Spirurida,Chromadorea,Nematoda
Paracuaria adunca,Paracuaria,ott3588332,Paracuaria adunca,3588332,Acuariidae,Spirurida,Chromadorea,Nematoda
Paracuaria tridentata,Paracuaria,ott3588347,Paracuaria adunca,3588332,Acuariidae,Spirurida,Chromadorea,Nematoda
Paracuaria hispanica,Paracuaria,ott3588358,Paracuaria adunca,3588332,Acuariidae,Spirurida,Chromadorea,Nematoda
Paracuaria soricis,Paracuaria,ott3588360,Paracuaria adunca,3588332,Acuariidae,Spirurida,Chromadorea,Nematoda
Cosmocephalus obvelatus,Cosmocephalus,ott3588349,Cosmocephalus obvelatus,3588349,Acuariidae,Spirurida,Chromadorea,Nematoda
Cosmocephalus jaenschi,Cosmocephalus,ott3588354,Cosmocephalus obvelatus,3588349,Acuariidae,Spirurida,Chromadorea,Nematoda
Cosmocephalus tanakai,Cosmocephalus,ott3588374,Cosmocephalus obvelatus,3588349,Acuariidae,Spirurida,Chromadorea,Nematoda
Cosmocephalus faridi,Cosmocephalus,ott4990783,Cosmocephalus obvelatus,3588349,Acuariidae,Spirurida,Chromadorea,Nematoda
Cosmocephalus asturis,Cosmocephalus,ott4990784,Cosmocephalus obvelatus,3588349,Acuariidae,Spirurida,Chromadorea,Nematoda
Cosmocephalus diesingii,Cosmocephalus,ott4990785,Cosmocephalus obvelatus,3588349,Acuariidae,Spirurida,Chromadorea,Nematoda
Cosmocephalus australiensis,Cosmocephalus,ott4990786,Cosmocephalus obvelatus,3588349,Acuariidae,Spirurida,Chromadorea,Nematoda
Cosmocephalus firlottei,Cosmocephalus,ott4990787,Cosmocephalus obvelatus,3588349,Acuariidae,Spirurida,Chromadorea,Nematoda
Cosmocephalus imperialis,Cosmocephalus,ott4990788,Cosmocephalus obvelatus,3588349,Acuariidae,Spirurida,Chromadorea,Nematoda
Cosmocephalus capellae,Cosmocephalus,ott4990789,Cosmocephalus obvelatus,3588349,Acuariidae,Spirurida,Chromadorea,Nematoda
Cosmocephalus pelecani,Cosmocephalus,ott6163800,Cosmocephalus obvelatus,3588349,Acuariidae,Spirurida,Chromadorea,Nematoda
Cosmocephalus podicipis,Cosmocephalus,ott6163801,Cosmocephalus obvelatus,3588349,Acuariidae,Spirurida,Chromadorea,Nematoda
Sexansocara skrjabini,Sexansocara,ott3588339,Sexansocara skrjabini,3588339,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria skrjabini,Acuaria,ott3588342,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria dicrura,Acuaria,ott4990719,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria rotundata,Acuaria,ott4990720,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria lina,Acuaria,ott4990721,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria parorioli,Acuaria,ott4990722,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria centroceri,Acuaria,ott4990723,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria lophurae,Acuaria,ott4990724,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria srivastavai,Acuaria,ott4990725,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria gracilis,Acuaria,ott4990726,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria anthuris,Acuaria,ott4990727,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria spiralis,Acuaria,ott4990728,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria buttnerae,Acuaria,ott4990729,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria dartevellei,Acuaria,ott4990730,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria caeruleus,Acuaria,ott4990731,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria tuberculata,Acuaria,ott4990732,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria sturni,Acuaria,ott4990733,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria wangi,Acuaria,ott4990734,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria muscicapae,Acuaria,ott4990735,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria mamillaris,Acuaria,ott4990736,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria brumpti,Acuaria,ott4990737,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria subula,Acuaria,ott4990738,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria ptilopachydis,Acuaria,ott4990739,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria semei,Acuaria,ott4990740,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria attenuata,Acuaria,ott4990741,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria triangulum,Acuaria,ott4990742,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria martinagliai,Acuaria,ott4990743,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria microspinosa,Acuaria,ott4990744,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria multispinosa,Acuaria,ott4990745,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria raillieti,Acuaria,ott4990746,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria crami,Acuaria,ott4990747,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria alii,Acuaria,ott4990748,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria chrisoptera,Acuaria,ott4990749,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria depressa,Acuaria,ott4990750,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria ornata,Acuaria,ott4990751,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria tenuis,Acuaria,ott4990752,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria mayori,Acuaria,ott4990753,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria brevispicula,Acuaria,ott4990754,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria saginata,Acuaria,ott4990755,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria ziai,Acuaria,ott4990756,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria hamulosa,Acuaria,ott4990757,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria coloradensis,Acuaria,ott4990758,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria muelleri,Acuaria,ott4990759,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria lucknowensis,Acuaria,ott4990760,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria spinosa,Acuaria,ott4990761,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria quiscali,Acuaria,ott4990762,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria papillifera,Acuaria,ott4990763,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria excubitori,Acuaria,ott4990764,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria cincli,Acuaria,ott4990765,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria phalacrocoracis,Acuaria,ott4990766,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria serpentocephala,Acuaria,ott4990767,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria pseudicettiae,Acuaria,ott4990768,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria cordata,Acuaria,ott4990769,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria gruveli,Acuaria,ott4990770,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria pavonis,Acuaria,ott4990771,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Acuaria uncinata,Acuaria,ott6163799,Acuaria skrjabini,3588342,Acuariidae,Spirurida,Chromadorea,Nematoda
Sciadiocara umbellifera,Sciadiocara,ott3588344,Sciadiocara umbellifera,3588344,Acuariidae,Spirurida,Chromadorea,Nematoda
Sciadiocara bihamata,Sciadiocara,ott3588351,Sciadiocara umbellifera,3588344,Acuariidae,Spirurida,Chromadorea,Nematoda
Sciadiocara tarapunga,Sciadiocara,ott3588367,Sciadiocara umbellifera,3588344,Acuariidae,Spirurida,Chromadorea,Nematoda
Sciadiocara chabaudi,Sciadiocara,ott4990772,Sciadiocara umbellifera,3588344,Acuariidae,Spirurida,Chromadorea,Nematoda
Sciadiocara legendrei,Sciadiocara,ott4990773,Sciadiocara umbellifera,3588344,Acuariidae,Spirurida,Chromadorea,Nematoda
Sciadiocara cucullatus,Sciadiocara,ott4990774,Sciadiocara umbellifera,3588344,Acuariidae,Spirurida,Chromadorea,Nematoda
Sciadiocara haematopodi,Sciadiocara,ott4990775,Sciadiocara umbellifera,3588344,Acuariidae,Spirurida,Chromadorea,Nematoda
Sciadiocara rugosa,Sciadiocara,ott4990776,Sciadiocara umbellifera,3588344,Acuariidae,Spirurida,Chromadorea,Nematoda
Sciadiocara serrata,Sciadiocara,ott4990777,Sciadiocara umbellifera,3588344,Acuariidae,Spirurida,Chromadorea,Nematoda
Viktorocara capillaris,Viktorocara,ott3588352,Viktorocara capillaris,3588352,Acuariidae,Spirurida,Chromadorea,Nematoda
Viktorocara limosae,Viktorocara,ott3588357,Viktorocara capillaris,3588352,Acuariidae,Spirurida,Chromadorea,Nematoda
Viktorocara torea,Viktorocara,ott3588368,Viktorocara capillaris,3588352,Acuariidae,Spirurida,Chromadorea,Nematoda
Viktorocara charadrii,Viktorocara,ott3588375,Viktorocara capillaris,3588352,Acuariidae,Spirurida,Chromadorea,Nematoda
Viktorocara petrovi,Viktorocara,ott3588376,Viktorocara capillaris,3588352,Acuariidae,Spirurida,Chromadorea,Nematoda
Viktorocara tenuis,Viktorocara,ott4990688,Viktorocara capillaris,3588352,Acuariidae,Spirurida,Chromadorea,Nematoda
Viktorocara garridoi,Viktorocara,ott4990689,Viktorocara capillaris,3588352,Acuariidae,Spirurida,Chromadorea,Nematoda
Viktorocara vortispiculus,Viktorocara,ott4990691,Viktorocara capillaris,3588352,Acuariidae,Spirurida,Chromadorea,Nematoda
Viktorocara aulieatina,Viktorocara,ott4990692,Viktorocara capillaris,3588352,Acuariidae,Spirurida,Chromadorea,Nematoda
Viktorocara brasiliensis,Viktorocara,ott4990693,Viktorocara capillaris,3588352,Acuariidae,Spirurida,Chromadorea,Nematoda
Chordocephalus squamata,Chordocephalus,ott3588355,Chordocephalus squamata,3588355,Acuariidae,Spirurida,Chromadorea,Nematoda
Chordocephalus alii,Chordocephalus,ott4990664,Chordocephalus squamata,3588355,Acuariidae,Spirurida,Chromadorea,Nematoda
Chordocephalus skrjabini,Chordocephalus,ott4990665,Chordocephalus squamata,3588355,Acuariidae,Spirurida,Chromadorea,Nematoda
Chordocephalus timofejevi,Chordocephalus,ott4990666,Chordocephalus squamata,3588355,Acuariidae,Spirurida,Chromadorea,Nematoda
Chordocephalus viktori,Chordocephalus,ott4990667,Chordocephalus squamata,3588355,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinocerca europaea,Skrjabinocerca,ott3588364,Skrjabinocerca europaea,3588364,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinocerca prima,Skrjabinocerca,ott3588365,Skrjabinocerca europaea,3588364,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinocerca bennetti,Skrjabinocerca,ott4990790,Skrjabinocerca europaea,3588364,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinocerca americana,Skrjabinocerca,ott4990791,Skrjabinocerca europaea,3588364,Acuariidae,Spirurida,Chromadorea,Nematoda
Skrjabinocerca canutus,Skrjabinocerca,ott4990792,Skrjabinocerca europaea,3588364,Acuariidae,Spirurida,Chromadorea,Nematoda
Stammerinema rhopalocephala,Stammerinema,ott3588378,Stammerinema rhopalocephala,3588378,Acuariidae,Spirurida,Chromadorea,Nematoda
Stammerinema globocephala,Stammerinema,ott4990686,Stammerinema rhopalocephala,3588378,Acuariidae,Spirurida,Chromadorea,Nematoda
Stammerinema soricis,Stammerinema,ott4990687,Stammerinema rhopalocephala,3588378,Acuariidae,Spirurida,Chromadorea,Nematoda
Stammerinema hyalinum,Stammerinema,ott5691516,Stammerinema rhopalocephala,3588378,Acuariidae,Spirurida,Chromadorea,Nematoda
Ancyracanthopsis parvialatus,Ancyracanthopsis,ott4167469,Ancyracanthopsis parvialatus,4167469,Acuariidae,Spirurida,Chromadorea,Nematoda
Ancyracanthopsis quadripartitia,Ancyracanthopsis,ott4990626,Ancyracanthopsis parvialatus,4167469,Acuariidae,Spirurida,Chromadorea,Nematoda
Ancyracanthopsis coronata,Ancyracanthopsis,ott4990627,Ancyracanthopsis parvialatus,4167469,Acuariidae,Spirurida,Chromadorea,Nematoda
